date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,rank_home,total_points_home,rank_away,total_points_away
2024-09-10,Kyrgyzstan,Uzbekistan,2.0,3.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,102.0,1214.0,61.0,1397.0
2024-09-10,United Arab Emirates,Iran,0.0,1.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,69.0,1369.0,20.0,1611.0
2024-10-08,Brunei,Timor-Leste,0.0,1.0,ASEAN Championship qualification,Bandar Seri Begawan,Brunei,False,183.0,907.0,196.0,845.0
2024-10-09,Belize,Anguilla,1.0,0.0,CONCACAF Nations League,Belmopan,Belize,False,182.0,913.0,209.0,782.0
2024-10-09,Saint Kitts and Nevis,British Virgin Islands,3.0,1.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False,141.0,1068.0,208.0,791.0
2024-10-10,DR Congo,Tanzania,1.0,0.0,African Cup of Nations qualification,Kinshasa,DR Congo,False,58.0,1417.0,110.0,1188.0
2024-10-10,Algeria,Togo,5.0,1.0,African Cup of Nations qualification,Annaba,Algeria,False,41.0,1486.0,119.0,1159.0
2024-10-10,Norway,Slovenia,3.0,0.0,UEFA Nations League,Oslo,Norway,False,47.0,1472.0,51.0,1463.0
2024-10-10,Myanmar,Sri Lanka,2.0,0.0,Friendly,Yangon,Myanmar,False,167.0,989.0,200.0,831.0
2024-10-10,Namibia,Zimbabwe,0.0,1.0,African Cup of Nations qualification,Johannesburg,South Africa,True,105.0,1201.0,124.0,1135.0
2024-10-10,Liechtenstein,Hong Kong,1.0,0.0,Friendly,Vaduz,Liechtenstein,False,203.0,827.0,157.0,1018.0
2024-10-10,Cape Verde,Botswana,0.0,1.0,African Cup of Nations qualification,Praia,Cape Verde,False,65.0,1379.0,147.0,1050.0
2024-10-10,Burkina Faso,Burundi,4.0,1.0,African Cup of Nations qualification,Ebimpé,Ivory Coast,True,63.0,1388.0,136.0,1102.0
2024-10-10,England,Greece,1.0,2.0,UEFA Nations League,London,England,False,4.0,1817.0,48.0,1469.0
2024-10-10,Nicaragua,Jamaica,0.0,2.0,CONCACAF Nations League,Managua,Nicaragua,False,131.0,1118.0,61.0,1403.0
2024-10-10,Israel,France,1.0,4.0,UEFA Nations League,Budapest,Hungary,True,79.0,1308.0,2.0,1852.0
2024-10-10,Italy,Belgium,2.0,2.0,UEFA Nations League,Rome,Italy,False,10.0,1726.0,6.0,1768.0
2024-10-10,Finland,Republic of Ireland,1.0,2.0,UEFA Nations League,Helsinki,Finland,False,64.0,1384.0,62.0,1395.0
2024-10-10,Austria,Kazakhstan,4.0,0.0,UEFA Nations League,Salzburg,Austria,False,22.0,1580.0,109.0,1193.0
2024-10-10,Cuba,Trinidad and Tobago,2.0,2.0,CONCACAF Nations League,Santiago,Cuba,False,165.0,992.0,101.0,1213.0
2024-10-10,Ghana,Sudan,0.0,0.0,African Cup of Nations qualification,Accra,Ghana,False,70.0,1360.0,120.0,1154.0
2024-10-10,Saint Vincent and the Grenadines,El Salvador,2.0,3.0,CONCACAF Nations League,Kingstown,Saint Vincent and the Grenadines,False,174.0,946.0,80.0,1307.0
2024-10-10,Oman,Kuwait,4.0,0.0,FIFA World Cup qualification,Muscat,Oman,False,78.0,1309.0,134.0,1112.0
2024-10-10,Qatar,Kyrgyzstan,3.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,44.0,1482.0,106.0,1201.0
2024-10-10,Latvia,North Macedonia,0.0,3.0,UEFA Nations League,Riga,Latvia,False,137.0,1098.0,72.0,1351.0
2024-10-10,Chile,Brazil,1.0,2.0,FIFA World Cup qualification,Santiago,Chile,False,49.0,1468.0,5.0,1772.0
2024-10-10,Venezuela,Argentina,1.0,1.0,FIFA World Cup qualification,Maturín,Venezuela,False,40.0,1489.0,1.0,1889.0
2024-10-10,Gibraltar,San Marino,1.0,0.0,UEFA Nations League,Gibraltar,Gibraltar,False,198.0,842.0,210.0,746.0
2024-10-10,Bolivia,Colombia,1.0,0.0,FIFA World Cup qualification,El Alto,Bolivia,False,83.0,1294.0,9.0,1739.0
2024-10-10,Moldova,Andorra,2.0,0.0,UEFA Nations League,Chișinău,Moldova,False,149.0,1043.0,169.0,982.0
2024-10-10,Ecuador,Paraguay,0.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,27.0,1535.0,57.0,1424.0
2024-10-10,Fiji,Solomon Islands,1.0,0.0,FIFA World Cup qualification,Suva,Fiji,False,150.0,1038.0,144.0,1064.0
2024-10-10,Papua New Guinea,New Caledonia,1.0,3.0,FIFA World Cup qualification,Suva,Fiji,True,168.0,984.0,160.0,1009.0
2024-10-10,Uzbekistan,Iran,0.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,60.0,1413.0,19.0,1623.0
2024-10-10,United Arab Emirates,North Korea,1.0,1.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,69.0,1377.0,111.0,1183.0
2024-10-10,Jordan,South Korea,0.0,2.0,FIFA World Cup qualification,Amman,Jordan,False,68.0,1378.0,23.0,1573.0
2024-10-10,Iraq,Palestine,1.0,0.0,FIFA World Cup qualification,Basra,Iraq,False,55.0,1436.0,98.0,1229.0
2024-10-10,Faroe Islands,Armenia,2.0,2.0,UEFA Nations League,Tórshavn,Faroe Islands,False,140.0,1090.0,96.0,1230.0
2024-10-10,Saudi Arabia,Japan,0.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,56.0,1433.0,16.0,1640.0
2024-10-10,Bahrain,Indonesia,2.0,2.0,FIFA World Cup qualification,Riffa,Bahrain,False,76.0,1315.0,129.0,1124.0
2024-10-11,Equatorial Guinea,Liberia,1.0,0.0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,94.0,1251.0,143.0,1065.0
2024-10-11,Madagascar,Gambia,1.0,1.0,African Cup of Nations qualification,Casablanca,Morocco,True,108.0,1197.0,135.0,1109.0
2024-10-11,Tunisia,Comoros,0.0,1.0,African Cup of Nations qualification,Radès,Tunisia,False,36.0,1505.0,118.0,1160.0
2024-10-11,Gabon,Lesotho,0.0,0.0,African Cup of Nations qualification,Franceville,Gabon,False,84.0,1293.0,153.0,1034.0
2024-10-11,Benin,Rwanda,3.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True,89.0,1258.0,130.0,1123.0
2024-10-11,Nigeria,Libya,1.0,0.0,African Cup of Nations qualification,Uyo,Nigeria,False,39.0,1498.0,121.0,1154.0
2024-10-11,Egypt,Mauritania,2.0,0.0,African Cup of Nations qualification,Cairo,Egypt,False,31.0,1516.0,112.0,1179.0
2024-10-11,Senegal,Malawi,4.0,0.0,African Cup of Nations qualification,Diamniadio,Senegal,False,21.0,1621.0,133.0,1117.0
2024-10-11,Ivory Coast,Sierra Leone,4.0,1.0,African Cup of Nations qualification,San-Pédro,Ivory Coast,False,33.0,1509.0,125.0,1134.0
2024-10-11,Mozambique,Eswatini,1.0,1.0,African Cup of Nations qualification,Maputo,Mozambique,False,99.0,1226.0,159.0,1012.0
2024-10-11,Mali,Guinea-Bissau,1.0,0.0,African Cup of Nations qualification,Bamako,Mali,False,54.0,1455.0,115.0,1166.0
2024-10-11,Cameroon,Kenya,4.0,1.0,African Cup of Nations qualification,Douala,Cameroon,False,53.0,1459.0,102.0,1209.0
2024-10-11,Uganda,South Sudan,1.0,0.0,African Cup of Nations qualification,Kira,Uganda,False,90.0,1258.0,172.0,968.0
2024-10-11,Angola,Niger,2.0,0.0,African Cup of Nations qualification,Luanda,Angola,False,85.0,1281.0,127.0,1132.0
2024-10-11,Zambia,Chad,0.0,0.0,African Cup of Nations qualification,Ndola,Zambia,False,93.0,1253.0,177.0,932.0
2024-10-11,Suriname,Costa Rica,1.0,1.0,CONCACAF Nations League,Paramaribo,Suriname,False,138.0,1094.0,50.0,1466.0
2024-10-11,Iceland,Wales,2.0,2.0,UEFA Nations League,Reykjavík,Iceland,False,71.0,1356.0,29.0,1527.0
2024-10-11,Czech Republic,Albania,2.0,0.0,UEFA Nations League,Prague,Czech Republic,False,46.0,1473.0,67.0,1378.0
2024-10-11,Grenada,Curaçao,0.0,0.0,CONCACAF Nations League,Gros Islet,Saint Lucia,True,173.0,947.0,88.0,1261.0
2024-10-11,Bosnia and Herzegovina,Germany,1.0,2.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,75.0,1332.0,13.0,1692.0
2024-10-11,Hungary,Netherlands,1.0,1.0,UEFA Nations League,Budapest,Hungary,False,32.0,1511.0,7.0,1760.0
2024-10-11,Ukraine,Georgia,1.0,0.0,UEFA Nations League,Poznań,Poland,True,24.0,1548.0,66.0,1378.0
2024-10-11,Aruba,Haiti,1.0,3.0,CONCACAF Nations League,Oranjestad,Aruba,False,194.0,868.0,86.0,1279.0
2024-10-11,Turkey,Montenegro,1.0,0.0,UEFA Nations League,Tekkeköy,Turkey,False,26.0,1539.0,74.0,1333.0
2024-10-11,Estonia,Azerbaijan,3.0,1.0,UEFA Nations League,Tallinn,Estonia,False,122.0,1140.0,113.0,1173.0
2024-10-11,Slovakia,Sweden,2.0,2.0,UEFA Nations League,Bratislava,Slovakia,False,42.0,1486.0,28.0,1528.0
2024-10-11,Peru,Uruguay,1.0,0.0,FIFA World Cup qualification,Lima,Peru,False,43.0,1483.0,11.0,1701.0
2024-10-11,New Zealand,Tahiti,3.0,0.0,FIFA World Cup qualification,Port Vila,Vanuatu,True,95.0,1247.0,158.0,1017.0
2024-10-11,Syria,Tajikistan,1.0,0.0,King's Cup,Songkhla,Thailand,True,92.0,1253.0,103.0,1208.0
2024-10-11,Thailand,Philippines,3.0,1.0,King's Cup,Songkhla,Thailand,False,100.0,1223.0,148.0,1050.0
2024-10-11,Guyana,Guatemala,1.0,3.0,CONCACAF Nations League,Leonora,Guyana,False,156.0,1020.0,107.0,1200.0
2024-10-12,Cayman Islands,British Virgin Islands,1.0,0.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,True,195.0,857.0,208.0,791.0
2024-10-12,United States,Panama,2.0,0.0,Friendly,Austin,United States,False,18.0,1632.0,37.0,1503.0
2024-10-12,Vietnam,India,1.0,1.0,Friendly,Nam Định,Vietnam,False,116.0,1161.0,126.0,1134.0
2024-10-12,Morocco,Central African Republic,5.0,0.0,African Cup of Nations qualification,Oujda,Morocco,False,14.0,1676.0,128.0,1131.0
2024-10-12,Antigua and Barbuda,Dominican Republic,0.0,5.0,CONCACAF Nations League,Hamilton,Bermuda,True,151.0,1035.0,146.0,1058.0
2024-10-12,Bermuda,Dominica,6.0,1.0,CONCACAF Nations League,Hamilton,Bermuda,False,170.0,973.0,181.0,917.0
2024-10-12,Turks and Caicos Islands,Anguilla,2.0,1.0,CONCACAF Nations League,Belmopan,Belize,True,206.0,803.0,209.0,782.0
2024-10-12,Guinea,Ethiopia,4.0,1.0,African Cup of Nations qualification,Ebimpé,Ivory Coast,True,82.0,1298.0,145.0,1063.0
2024-10-12,Croatia,Scotland,2.0,1.0,UEFA Nations League,Zagreb,Croatia,False,12.0,1700.0,52.0,1462.0
2024-10-12,Serbia,Switzerland,2.0,0.0,UEFA Nations League,Leskovac,Serbia,False,35.0,1505.0,15.0,1641.0
2024-10-12,Spain,Denmark,1.0,0.0,UEFA Nations League,Murcia,Spain,False,3.0,1836.0,20.0,1622.0
2024-10-12,Cyprus,Romania,0.0,3.0,UEFA Nations League,Larnaca,Cyprus,False,123.0,1137.0,45.0,1481.0
2024-10-12,Bulgaria,Luxembourg,0.0,0.0,UEFA Nations League,Plovdiv,Bulgaria,False,81.0,1303.0,87.0,1262.0
2024-10-12,Belarus,Northern Ireland,0.0,0.0,UEFA Nations League,Zalaegerszeg,Hungary,True,97.0,1229.0,73.0,1340.0
2024-10-12,Vanuatu,Samoa,4.0,1.0,FIFA World Cup qualification,Port Vila,Vanuatu,False,162.0,1005.0,185.0,901.0
2024-10-12,Poland,Portugal,1.0,3.0,UEFA Nations League,Warsaw,Poland,False,30.0,1525.0,8.0,1752.0
2024-10-12,Lithuania,Kosovo,1.0,2.0,UEFA Nations League,Kaunas,Lithuania,False,139.0,1091.0,104.0,1206.0
2024-10-13,Finland,England,1.0,3.0,UEFA Nations League,Helsinki,Finland,False,64.0,1384.0,4.0,1817.0
2024-10-13,Andorra,San Marino,2.0,0.0,Friendly,Andorra la Vella,Andorra,False,169.0,982.0,210.0,746.0
2024-10-13,Myanmar,Sri Lanka,0.0,0.0,Friendly,Yangon,Myanmar,False,167.0,989.0,200.0,831.0
2024-10-13,Burundi,Burkina Faso,0.0,2.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True,136.0,1102.0,63.0,1388.0
2024-10-13,Saint Vincent and the Grenadines,El Salvador,2.0,1.0,CONCACAF Nations League,Kingstown,Saint Vincent and the Grenadines,False,174.0,946.0,80.0,1307.0
2024-10-13,Austria,Norway,5.0,1.0,UEFA Nations League,Linz,Austria,False,22.0,1580.0,47.0,1472.0
2024-10-13,Kazakhstan,Slovenia,0.0,1.0,UEFA Nations League,Astana,Kazakhstan,False,109.0,1193.0,51.0,1463.0
2024-10-13,Faroe Islands,Latvia,1.0,1.0,UEFA Nations League,Tórshavn,Faroe Islands,False,140.0,1090.0,137.0,1098.0
2024-10-13,Armenia,North Macedonia,0.0,2.0,UEFA Nations League,Yerevan,Armenia,False,96.0,1230.0,72.0,1351.0
2024-10-13,Liechtenstein,Gibraltar,0.0,0.0,UEFA Nations League,Vaduz,Liechtenstein,False,203.0,827.0,198.0,842.0
2024-10-13,Malta,Moldova,1.0,0.0,UEFA Nations League,Ta' Qali,Malta,False,171.0,972.0,149.0,1043.0
2024-10-13,Greece,Republic of Ireland,2.0,0.0,UEFA Nations League,Piraeus,Greece,False,48.0,1469.0,62.0,1395.0
2024-10-14,Curaçao,Grenada,1.0,0.0,CONCACAF Nations League,Gros Islet,Saint Lucia,True,88.0,1261.0,173.0,947.0
2024-10-14,Trinidad and Tobago,Cuba,3.0,1.0,CONCACAF Nations League,Bacolet,Trinidad and Tobago,False,101.0,1213.0,165.0,992.0
2024-10-14,Jamaica,Honduras,0.0,0.0,CONCACAF Nations League,Kingston,Jamaica,False,61.0,1403.0,77.0,1311.0
2024-10-14,Zimbabwe,Namibia,3.0,1.0,African Cup of Nations qualification,Johannesburg,South Africa,True,124.0,1135.0,105.0,1201.0
2024-10-14,Togo,Algeria,0.0,1.0,African Cup of Nations qualification,Lomé,Togo,False,119.0,1159.0,41.0,1486.0
2024-10-14,Eswatini,Mozambique,0.0,3.0,African Cup of Nations qualification,Mbombela,South Africa,True,159.0,1012.0,99.0,1226.0
2024-10-14,Liberia,Equatorial Guinea,1.0,2.0,African Cup of Nations qualification,Monrovia,Liberia,False,143.0,1065.0,94.0,1251.0
2024-10-14,Gambia,Madagascar,1.0,0.0,African Cup of Nations qualification,El Jadida,Morocco,True,135.0,1109.0,108.0,1197.0
2024-10-14,Kenya,Cameroon,0.0,1.0,African Cup of Nations qualification,Kampala,Uganda,True,102.0,1209.0,53.0,1459.0
2024-10-14,New Zealand,Malaysia,4.0,0.0,Friendly,Auckland,New Zealand,False,95.0,1247.0,132.0,1118.0
2024-10-14,Italy,Israel,4.0,1.0,UEFA Nations League,Udine,Italy,False,10.0,1726.0,79.0,1308.0
2024-10-14,Iceland,Turkey,2.0,4.0,UEFA Nations League,Reykjavík,Iceland,False,71.0,1356.0,26.0,1539.0
2024-10-14,Belgium,France,1.0,2.0,UEFA Nations League,Leuven,Belgium,False,6.0,1768.0,2.0,1852.0
2024-10-14,Thailand,Syria,2.0,1.0,King's Cup,Songkhla,Thailand,False,100.0,1223.0,92.0,1253.0
2024-10-14,Tajikistan,Philippines,0.0,3.0,King's Cup,Songkhla,Thailand,True,103.0,1208.0,148.0,1050.0
2024-10-14,Estonia,Sweden,0.0,3.0,UEFA Nations League,Tallinn,Estonia,False,122.0,1140.0,28.0,1528.0
2024-10-14,Wales,Montenegro,1.0,0.0,UEFA Nations League,Cardiff,Wales,False,29.0,1527.0,74.0,1333.0
2024-10-14,Azerbaijan,Slovakia,1.0,3.0,UEFA Nations League,Baku,Azerbaijan,False,113.0,1173.0,42.0,1486.0
2024-10-14,Ukraine,Czech Republic,1.0,1.0,UEFA Nations League,Wrocław,Poland,True,24.0,1548.0,46.0,1473.0
2024-10-14,Georgia,Albania,0.0,1.0,UEFA Nations League,Tbilisi,Georgia,False,66.0,1378.0,67.0,1378.0
2024-10-14,Germany,Netherlands,1.0,0.0,UEFA Nations League,Munich,Germany,False,13.0,1692.0,7.0,1760.0
2024-10-14,Bosnia and Herzegovina,Hungary,0.0,2.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,75.0,1332.0,32.0,1511.0
2024-10-14,Aruba,Haiti,3.0,5.0,CONCACAF Nations League,Oranjestad,Aruba,False,194.0,868.0,86.0,1279.0
2024-10-15,Niger,Angola,0.0,1.0,African Cup of Nations qualification,Casablanca,Morocco,True,127.0,1132.0,85.0,1281.0
2024-10-15,Sudan,Ghana,2.0,0.0,African Cup of Nations qualification,Benghazi,Libya,True,120.0,1154.0,70.0,1360.0
2024-10-15,Rwanda,Benin,2.0,1.0,African Cup of Nations qualification,Kigali,Rwanda,False,130.0,1123.0,89.0,1258.0
2024-10-15,Botswana,Cape Verde,1.0,0.0,African Cup of Nations qualification,Francistown,Botswana,False,147.0,1050.0,65.0,1379.0
2024-10-15,Hong Kong,Cambodia,3.0,0.0,Friendly,Hong Kong,Hong Kong,False,157.0,1018.0,180.0,920.0
2024-10-15,Morocco,Central African Republic,4.0,0.0,African Cup of Nations qualification,Oujda,Morocco,False,14.0,1676.0,128.0,1131.0
2024-10-15,Comoros,Tunisia,1.0,1.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True,118.0,1160.0,36.0,1505.0
2024-10-15,Mexico,United States,2.0,0.0,Friendly,Zapopan,Mexico,False,17.0,1636.0,18.0,1632.0
2024-10-15,Chad,Zambia,0.0,1.0,African Cup of Nations qualification,Yaounde,Cameroon,True,177.0,932.0,93.0,1253.0
2024-10-15,Mauritania,Egypt,0.0,1.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,112.0,1179.0,31.0,1516.0
2024-10-15,Canada,Panama,2.0,1.0,Friendly,Toronto,Canada,False,38.0,1502.0,37.0,1503.0
2024-10-15,Malawi,Senegal,0.0,1.0,African Cup of Nations qualification,Lilongwe,Malawi,False,133.0,1117.0,21.0,1621.0
2024-10-15,Ethiopia,Guinea,0.0,3.0,African Cup of Nations qualification,Ebimpé,Ivory Coast,True,145.0,1063.0,82.0,1298.0
2024-10-15,Guinea-Bissau,Mali,0.0,0.0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,115.0,1166.0,54.0,1455.0
2024-10-15,South Sudan,Uganda,1.0,2.0,African Cup of Nations qualification,Juba,South Sudan,False,172.0,968.0,90.0,1258.0
2024-10-15,Dominican Republic,Antigua and Barbuda,5.0,0.0,CONCACAF Nations League,Hamilton,Bermuda,True,146.0,1058.0,151.0,1035.0
2024-10-15,Costa Rica,Guatemala,3.0,0.0,CONCACAF Nations League,San José,Costa Rica,False,50.0,1466.0,107.0,1200.0
2024-10-15,Suriname,Guyana,5.0,1.0,CONCACAF Nations League,Paramaribo,Suriname,False,138.0,1094.0,156.0,1020.0
2024-10-15,Sierra Leone,Ivory Coast,1.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,True,125.0,1134.0,33.0,1509.0
2024-10-15,Barbados,Bahamas,6.0,2.0,CONCACAF Nations League,Bridgetown,Barbados,False,175.0,944.0,205.0,817.0
2024-10-15,Tanzania,DR Congo,0.0,2.0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,110.0,1188.0,58.0,1417.0
2024-10-15,Bermuda,Dominica,3.0,2.0,CONCACAF Nations League,Hamilton,Bermuda,False,170.0,973.0,181.0,917.0
2024-10-15,Lesotho,Gabon,0.0,2.0,African Cup of Nations qualification,Durban,South Africa,True,153.0,1034.0,84.0,1293.0
2024-10-15,Belize,Turks and Caicos Islands,3.0,0.0,CONCACAF Nations League,Belmopan,Belize,False,182.0,913.0,206.0,803.0
2024-10-15,Switzerland,Denmark,2.0,2.0,UEFA Nations League,St. Gallen,Switzerland,False,15.0,1641.0,20.0,1622.0
2024-10-15,Colombia,Chile,4.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,9.0,1739.0,49.0,1468.0
2024-10-15,Belarus,Luxembourg,1.0,1.0,UEFA Nations League,Zalaegerszeg,Hungary,True,97.0,1229.0,87.0,1262.0
2024-10-15,Northern Ireland,Bulgaria,5.0,0.0,UEFA Nations League,Belfast,Northern Ireland,False,73.0,1340.0,81.0,1303.0
2024-10-15,Scotland,Portugal,0.0,0.0,UEFA Nations League,Glasgow,Scotland,False,52.0,1462.0,8.0,1752.0
2024-10-15,Kosovo,Cyprus,3.0,0.0,UEFA Nations League,Pristina,Kosovo,False,104.0,1206.0,123.0,1137.0
2024-10-15,Spain,Serbia,3.0,0.0,UEFA Nations League,Cordoba,Spain,False,3.0,1836.0,35.0,1505.0
2024-10-15,Poland,Croatia,3.0,3.0,UEFA Nations League,Warsaw,Poland,False,30.0,1525.0,12.0,1700.0
2024-10-15,Uruguay,Ecuador,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,11.0,1701.0,27.0,1535.0
2024-10-15,Lithuania,Romania,1.0,2.0,UEFA Nations League,Kaunas,Lithuania,False,139.0,1091.0,45.0,1481.0
2024-10-15,Argentina,Bolivia,6.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1.0,1889.0,83.0,1294.0
2024-10-15,Palestine,Kuwait,2.0,2.0,FIFA World Cup qualification,Al Rayyan,Qatar,True,98.0,1229.0,134.0,1112.0
2024-10-15,Paraguay,Venezuela,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False,57.0,1424.0,40.0,1489.0
2024-10-15,Iran,Qatar,4.0,1.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True,19.0,1623.0,44.0,1482.0
2024-10-15,Kyrgyzstan,North Korea,1.0,0.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,106.0,1201.0,111.0,1183.0
2024-10-15,Jordan,Oman,4.0,0.0,FIFA World Cup qualification,Amman,Jordan,False,68.0,1378.0,78.0,1309.0
2024-10-15,South Korea,Iraq,3.0,2.0,FIFA World Cup qualification,Yongin,South Korea,False,23.0,1573.0,55.0,1436.0
2024-10-15,Japan,Australia,1.0,1.0,FIFA World Cup qualification,Saitama,Japan,False,16.0,1640.0,25.0,1544.0
2024-10-15,Brazil,Peru,4.0,0.0,FIFA World Cup qualification,Brasília,Brazil,False,5.0,1772.0,43.0,1483.0
2024-10-15,Saudi Arabia,Bahrain,0.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,56.0,1433.0,76.0,1315.0
2024-10-15,Timor-Leste,Brunei,0.0,0.0,ASEAN Championship qualification,Chonburi,Thailand,True,196.0,845.0,183.0,907.0
2024-10-15,Saint Kitts and Nevis,Cayman Islands,1.0,1.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False,141.0,1068.0,195.0,857.0
2024-10-15,Uzbekistan,United Arab Emirates,1.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,60.0,1413.0,69.0,1377.0
2024-11-13,Liberia,Togo,1.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,False,149.0,1049.0,123.0,1148.0
2024-11-13,Tajikistan,Nepal,4.0,0.0,Friendly,Dushanbe,Tajikistan,False,105.0,1197.0,176.0,936.0
2024-11-13,Namibia,Cameroon,0.0,0.0,African Cup of Nations qualification,Johannesburg,South Africa,True,113.0,1174.0,49.0,1472.0
2024-11-13,Chad,Sierra Leone,1.0,1.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True,177.0,933.0,121.0,1150.0
2024-11-13,Bangladesh,Maldives,0.0,1.0,Friendly,Dhaka,Bangladesh,False,185.0,897.0,163.0,1003.0
2024-11-14,Armenia,Faroe Islands,0.0,1.0,UEFA Nations League,Yerevan,Armenia,False,99.0,1223.0,138.0,1092.0
2024-11-14,Republic of Ireland,Finland,1.0,0.0,UEFA Nations League,Dublin,Republic of Ireland,False,63.0,1396.0,66.0,1375.0
2024-11-14,Belgium,Italy,0.0,1.0,UEFA Nations League,Brussels,Belgium,False,6.0,1761.0,9.0,1729.0
2024-11-14,Venezuela,Brazil,1.0,1.0,FIFA World Cup qualification,Maturín,Venezuela,False,44.0,1482.0,5.0,1784.0
2024-11-14,Kazakhstan,Austria,0.0,2.0,UEFA Nations League,Almaty,Kazakhstan,False,107.0,1186.0,23.0,1589.0
2024-11-14,Slovenia,Norway,1.0,4.0,UEFA Nations League,Ljubljana,Slovenia,False,52.0,1460.0,48.0,1474.0
2024-11-14,North Macedonia,Latvia,1.0,0.0,UEFA Nations League,Skopje,North Macedonia,False,69.0,1361.0,137.0,1094.0
2024-11-14,Montserrat,Saint Vincent and the Grenadines,1.0,2.0,CONCACAF Nations League,San Salvador,El Salvador,True,180.0,924.0,174.0,955.0
2024-11-14,Malta,Liechtenstein,2.0,0.0,Friendly,Ta' Qali,Malta,False,169.0,980.0,200.0,834.0
2024-11-14,Saint Kitts and Nevis,Cuba,2.0,1.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False,143.0,1069.0,166.0,990.0
2024-11-14,Costa Rica,Panama,0.0,1.0,CONCACAF Nations League,San José,Costa Rica,False,50.0,1466.0,39.0,1494.0
2024-11-14,Jamaica,United States,0.0,1.0,CONCACAF Nations League,Kingston,Jamaica,False,61.0,1405.0,18.0,1631.0
2024-11-14,Hong Kong,Philippines,3.0,1.0,Friendly,Hong Kong,Hong Kong,False,158.0,1015.0,145.0,1053.0
2024-11-14,Malaysia,Laos,3.0,1.0,Friendly,Bangkok,Thailand,True,133.0,1114.0,187.0,890.0
2024-11-14,Singapore,Myanmar,3.0,2.0,Friendly,Kallang,Singapore,False,162.0,1008.0,165.0,991.0
2024-11-14,Thailand,Lebanon,0.0,0.0,Friendly,Pathum Thani,Thailand,False,96.0,1232.0,115.0,1167.0
2024-11-14,France,Israel,0.0,0.0,UEFA Nations League,Paris,France,False,2.0,1860.0,81.0,1304.0
2024-11-14,Qatar,Uzbekistan,3.0,2.0,FIFA World Cup qualification,Al Rayyan,Qatar,False,46.0,1479.0,58.0,1429.0
2024-11-14,Greece,England,0.0,3.0,UEFA Nations League,Athens,Greece,False,42.0,1487.0,4.0,1808.0
2024-11-14,Australia,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Melbourne,Australia,False,24.0,1553.0,59.0,1423.0
2024-11-14,Ecuador,Bolivia,4.0,0.0,FIFA World Cup qualification,Guayaquil,Ecuador,False,27.0,1536.0,79.0,1312.0
2024-11-14,Oman,Palestine,1.0,0.0,FIFA World Cup qualification,Muscat,Oman,False,80.0,1306.0,100.0,1218.0
2024-11-14,Papua New Guinea,Fiji,3.0,3.0,FIFA World Cup qualification,Port Moresby,Papua New Guinea,False,171.0,972.0,146.0,1051.0
2024-11-14,Solomon Islands,New Caledonia,2.0,3.0,FIFA World Cup qualification,Port Moresby,Papua New Guinea,True,147.0,1051.0,155.0,1021.0
2024-11-14,United Arab Emirates,Kyrgyzstan,3.0,0.0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,68.0,1361.0,103.0,1207.0
2024-11-14,Kuwait,South Korea,1.0,3.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,135.0,1106.0,22.0,1590.0
2024-11-14,Iraq,Jordan,0.0,0.0,FIFA World Cup qualification,Basra,Iraq,False,56.0,1434.0,64.0,1381.0
2024-11-14,North Korea,Iran,2.0,3.0,FIFA World Cup qualification,Vientiane,Laos,True,111.0,1175.0,19.0,1628.0
