date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,rank_home,total_points_home,rank_away,total_points_away
2023-11-18,Latvia,Croatia,0.0,2.0,UEFA Euro qualification,Riga,Latvia,False,132.0,1102.0,10.0,1712.0
2023-11-18,Belarus,Andorra,1.0,0.0,UEFA Euro qualification,Budapest,Hungary,True,100.0,1213.0,159.0,1012.0
2023-11-18,Netherlands,Republic of Ireland,1.0,0.0,UEFA Euro qualification,Amsterdam,Netherlands,False,7.0,1739.0,58.0,1407.0
2023-11-18,Israel,Romania,1.0,2.0,UEFA Euro qualification,Felcsút,Hungary,True,71.0,1336.0,48.0,1447.0
2023-11-18,New Caledonia,Tonga,7.0,0.0,Pacific Games,Honiara,Solomon Islands,True,162.0,999.0,194.0,862.0
2023-11-19,Cyprus,Lithuania,1.0,0.0,Friendly,Limassol,Cyprus,False,124.0,1141.0,134.0,1098.0
2023-11-19,Sierra Leone,Egypt,0.0,2.0,FIFA World Cup qualification,Monrovia,Liberia,True,122.0,1145.0,35.0,1512.0
2023-11-19,Sudan,DR Congo,1.0,0.0,FIFA World Cup qualification,Benghazi,Libya,True,130.0,1109.0,65.0,1366.0
2023-11-19,Zimbabwe,Nigeria,1.0,1.0,FIFA World Cup qualification,Butare,Rwanda,True,125.0,1139.0,40.0,1490.0
2023-11-19,Burundi,Gabon,1.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,True,142.0,1080.0,86.0,1271.0
2023-11-19,Spain,Georgia,3.0,1.0,UEFA Euro qualification,Valladolid,Spain,False,8.0,1726.0,76.0,1312.0
2023-11-19,Mozambique,Algeria,0.0,2.0,FIFA World Cup qualification,Maputo,Mozambique,False,113.0,1177.0,33.0,1513.0
2023-11-19,Belgium,Azerbaijan,5.0,0.0,UEFA Euro qualification,Brussels,Belgium,False,5.0,1794.0,120.0,1156.0
2023-11-19,Sweden,Estonia,2.0,0.0,UEFA Euro qualification,Stockholm,Sweden,False,23.0,1546.0,118.0,1159.0
2023-11-19,Hungary,Montenegro,3.0,1.0,UEFA Euro qualification,Budapest,Hungary,False,30.0,1522.0,70.0,1344.0
2023-11-19,Serbia,Bulgaria,2.0,2.0,UEFA Euro qualification,Leskovac,Serbia,False,29.0,1525.0,84.0,1279.0
2023-11-19,Portugal,Iceland,2.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,6.0,1740.0,67.0,1353.0
2023-11-19,Bosnia and Herzegovina,Slovakia,1.0,2.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,63.0,1368.0,50.0,1445.0
2023-11-19,Liechtenstein,Luxembourg,0.0,1.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,200.0,838.0,87.0,1267.0
2023-11-19,Scotland,Norway,3.0,3.0,UEFA Euro qualification,Glasgow,Scotland,False,34.0,1512.0,42.0,1470.0
2023-11-20,Liberia,Equatorial Guinea,3.0,0.0,FIFA World Cup qualification,Monrovia,Liberia,False,151.0,1042.0,91.0,1250.0
2023-11-20,Gambia,Ivory Coast,0.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,True,117.0,1161.0,52.0,1439.0
2023-11-20,Djibouti,Guinea-Bissau,0.0,1.0,FIFA World Cup qualification,Cairo,Egypt,True,189.0,889.0,110.0,1187.0
2023-11-20,Trinidad and Tobago,United States,2.0,1.0,CONCACAF Nations League,Port of Spain,Trinidad and Tobago,False,99.0,1217.0,11.0,1676.0
2023-11-20,Chad,Madagascar,0.0,3.0,FIFA World Cup qualification,Oujda,Morocco,True,179.0,930.0,108.0,1189.0
2023-11-20,Dominica,Turks and Caicos Islands,2.0,0.0,CONCACAF Nations League,Road Town,British Virgin Islands,True,184.0,910.0,201.0,825.0
2023-11-20,Aruba,Cayman Islands,5.0,1.0,CONCACAF Nations League,Oranjestad,Aruba,False,192.0,865.0,194.0,858.0
2023-11-20,Montserrat,Barbados,4.0,2.0,CONCACAF Nations League,Lookout,Montserrat,False,180.0,929.0,174.0,957.0
2023-11-20,Panama,Costa Rica,3.0,1.0,CONCACAF Nations League,Panama City,Panama,False,44.0,1461.0,46.0,1452.0
2023-11-20,Mali,Central African Republic,1.0,1.0,FIFA World Cup qualification,Bamako,Mali,False,47.0,1450.0,127.0,1127.0
2023-11-20,Seychelles,Kenya,0.0,5.0,FIFA World Cup qualification,Abidjan,Ivory Coast,True,195.0,854.0,110.0,1187.0
2023-11-20,Curaçao,El Salvador,1.0,1.0,Friendly,Willemstad,Curaçao,False,89.0,1262.0,77.0,1307.0
2023-11-20,Northern Ireland,Denmark,2.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,75.0,1325.0,19.0,1612.0
2023-11-20,Slovenia,Kazakhstan,2.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False,54.0,1428.0,98.0,1220.0
2023-11-20,San Marino,Finland,1.0,2.0,UEFA Euro qualification,Serravalle,San Marino,False,207.0,747.0,62.0,1388.0
2023-11-20,Samoa,American Samoa,10.0,0.0,Pacific Games,Honiara,Solomon Islands,True,190.0,894.0,186.0,900.0
2023-11-20,Czech Republic,Moldova,3.0,0.0,UEFA Euro qualification,Olomouc,Czech Republic,False,41.0,1490.0,157.0,1018.0
2023-11-20,Albania,Faroe Islands,0.0,0.0,UEFA Euro qualification,Tirana,Albania,False,59.0,1397.0,135.0,1098.0
2023-11-20,Ukraine,Italy,0.0,0.0,UEFA Euro qualification,Leverkusen,Germany,True,22.0,1549.0,9.0,1718.0
2023-11-20,Russia,Cuba,8.0,0.0,Friendly,Volgograd,Russia,False,39.0,1498.0,169.0,982.0
2023-11-20,North Macedonia,England,1.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False,66.0,1358.0,4.0,1808.0
2023-11-21,Peru,Venezuela,1.0,1.0,FIFA World Cup qualification,Lima,Peru,False,26.0,1533.0,49.0,1446.0
2023-11-21,Uruguay,Bolivia,3.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,15.0,1644.0,85.0,1271.0
2023-11-21,Paraguay,Colombia,0.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False,53.0,1437.0,17.0,1627.0
2023-11-21,Ecuador,Chile,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,36.0,1508.0,37.0,1504.0
2023-11-21,Canada,Jamaica,2.0,3.0,CONCACAF Nations League,Toronto,Canada,False,45.0,1455.0,55.0,1421.0
2023-11-21,Puerto Rico,Bahamas,6.0,1.0,CONCACAF Nations League,Bayamón,Puerto Rico,False,164.0,993.0,199.0,841.0
2023-11-21,Guyana,Antigua and Barbuda,6.0,0.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,True,160.0,1010.0,139.0,1090.0
2023-11-21,Saint Vincent and the Grenadines,Belize,3.0,0.0,CONCACAF Nations League,Saint George's,Saint Vincent and the Grenadines,False,175.0,954.0,181.0,926.0
2023-11-21,Nepal,Yemen,0.0,2.0,FIFA World Cup qualification,Kathmandu,Nepal,False,173.0,964.0,156.0,1024.0
2023-11-21,Nicaragua,Dominican Republic,0.0,0.0,CONCACAF Nations League,Managua,Nicaragua,False,133.0,1100.0,149.0,1049.0
2023-11-21,India,Qatar,0.0,3.0,FIFA World Cup qualification,Bhubaneswar,India,False,102.0,1199.0,61.0,1394.0
2023-11-21,Myanmar,North Korea,1.0,6.0,FIFA World Cup qualification,Yangon,Myanmar,False,158.0,1012.0,115.0,1170.0
2023-11-21,Syria,Japan,0.0,5.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,True,92.0,1239.0,18.0,1613.0
2023-11-21,Singapore,Thailand,1.0,3.0,FIFA World Cup qualification,Kallang,Singapore,False,155.0,1033.0,112.0,1177.0
2023-11-21,Afghanistan,Kuwait,0.0,4.0,FIFA World Cup qualification,Dammam,Saudi Arabia,True,154.0,1034.0,136.0,1097.0
2023-11-21,Kyrgyzstan,Oman,1.0,0.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,97.0,1224.0,72.0,1334.0
2023-11-21,Uzbekistan,Iran,2.0,2.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,73.0,1333.0,21.0,1567.0
2023-11-21,Hong Kong,Turkmenistan,2.0,2.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False,150.0,1045.0,141.0,1086.0
2023-11-21,Philippines,Indonesia,1.0,1.0,FIFA World Cup qualification,Manila,Philippines,False,138.0,1096.0,145.0,1070.0
2023-11-21,Vietnam,Iraq,0.0,1.0,FIFA World Cup qualification,Hanoi,Vietnam,False,94.0,1236.0,68.0,1350.0
2023-11-21,Pakistan,Tajikistan,1.0,6.0,FIFA World Cup qualification,Islamabad,Pakistan,False,193.0,865.0,109.0,1187.0
2023-11-21,Jordan,Saudi Arabia,0.0,2.0,FIFA World Cup qualification,Amman,Jordan,False,82.0,1284.0,57.0,1409.0
2023-11-21,Bahrain,United Arab Emirates,0.0,2.0,FIFA World Cup qualification,Riffa,Bahrain,False,83.0,1281.0,69.0,1349.0
2023-11-21,Brazil,Argentina,0.0,1.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,3.0,1812.0,1.0,1861.0
2023-11-21,Mexico,Honduras,2.0,0.0,CONCACAF Nations League,Mexico City,Mexico,False,12.0,1664.0,78.0,1305.0
2023-11-21,Lesotho,Benin,0.0,0.0,FIFA World Cup qualification,Durban,South Africa,True,153.0,1034.0,93.0,1239.0
2023-11-21,Somalia,Uganda,0.0,1.0,FIFA World Cup qualification,Berkane,Morocco,True,196.0,852.0,90.0,1252.0
2023-11-21,Tanzania,Morocco,0.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,False,121.0,1146.0,13.0,1658.0
2023-11-21,Niger,Zambia,2.0,1.0,FIFA World Cup qualification,Marrakech,Morocco,True,129.0,1123.0,81.0,1291.0
2023-11-21,Mauritius,Angola,0.0,0.0,FIFA World Cup qualification,Saint Pierre,Mauritius,False,177.0,943.0,116.0,1170.0
2023-11-21,Libya,Cameroon,1.0,1.0,FIFA World Cup qualification,Benghazi,Libya,False,126.0,1138.0,43.0,1467.0
2023-11-21,South Sudan,Mauritania,0.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,True,167.0,987.0,101.0,1209.0
2023-11-21,Rwanda,South Africa,2.0,0.0,FIFA World Cup qualification,Butare,Rwanda,False,140.0,1087.0,64.0,1366.0
2023-11-21,Togo,Senegal,0.0,0.0,FIFA World Cup qualification,Lomé,Togo,False,119.0,1158.0,20.0,1601.0
2023-11-21,Botswana,Guinea,1.0,0.0,FIFA World Cup qualification,Francistown,Botswana,False,148.0,1056.0,80.0,1297.0
2023-11-21,Ethiopia,Burkina Faso,0.0,3.0,FIFA World Cup qualification,El Jadida,Morocco,True,143.0,1073.0,56.0,1411.0
2023-11-21,Eswatini,Cape Verde,0.0,2.0,FIFA World Cup qualification,Mbombela,South Africa,True,146.0,1063.0,74.0,1327.0
2023-11-21,Palestine,Australia,0.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,True,96.0,1224.0,27.0,1531.0
2023-11-21,Gibraltar,Netherlands,0.0,6.0,UEFA Euro qualification,Faro-Loulé,Portugal,True,198.0,842.0,7.0,1739.0
2023-11-21,Malawi,Tunisia,0.0,1.0,FIFA World Cup qualification,Lilongwe,Malawi,False,123.0,1144.0,32.0,1516.0
2023-11-21,Austria,Germany,2.0,0.0,Friendly,Vienna,Austria,False,25.0,1535.0,16.0,1643.0
2023-11-21,Poland,Latvia,2.0,0.0,Friendly,Warsaw,Poland,False,31.0,1519.0,132.0,1102.0
2023-11-21,Republic of Ireland,New Zealand,1.0,1.0,Friendly,Dublin,Republic of Ireland,False,58.0,1407.0,103.0,1198.0
2023-11-21,Fiji,Tahiti,0.0,0.0,Pacific Games,Honiara,Solomon Islands,True,170.0,980.0,163.0,995.0
2023-11-21,Greece,France,2.0,2.0,UEFA Euro qualification,Athens,Greece,False,51.0,1443.0,2.0,1853.0
2023-11-21,Wales,Turkey,1.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,28.0,1529.0,38.0,1498.0
2023-11-21,Croatia,Armenia,1.0,0.0,UEFA Euro qualification,Zagreb,Croatia,False,10.0,1712.0,95.0,1234.0
2023-11-21,Andorra,Israel,0.0,2.0,UEFA Euro qualification,Andorra la Vella,Andorra,False,159.0,1012.0,71.0,1336.0
2023-11-21,Kosovo,Belarus,0.0,1.0,UEFA Euro qualification,Pristina,Kosovo,False,105.0,1191.0,100.0,1213.0
2023-11-21,Romania,Switzerland,1.0,0.0,UEFA Euro qualification,Bucharest,Romania,False,48.0,1447.0,14.0,1645.0
2023-11-21,Tonga,Cook Islands,1.0,2.0,Pacific Games,Honiara,Solomon Islands,True,194.0,862.0,185.0,899.0
2023-11-21,Bangladesh,Lebanon,1.0,1.0,FIFA World Cup qualification,Dhaka,Bangladesh,False,183.0,913.0,104.0,1198.0
2023-11-21,Comoros,Ghana,1.0,0.0,FIFA World Cup qualification,Moroni,Comoros,False,128.0,1126.0,60.0,1395.0
2023-11-23,Vanuatu,Papua New Guinea,1.0,1.0,Pacific Games,Honiara,Solomon Islands,True,168.0,985.0,165.0,991.0
2023-11-23,Solomon Islands,American Samoa,11.0,0.0,Pacific Games,Honiara,Solomon Islands,False,131.0,1108.0,186.0,900.0
2023-11-24,Cook Islands,New Caledonia,0.0,8.0,Pacific Games,Honiara,Solomon Islands,True,185.0,899.0,162.0,999.0
2023-11-27,Tahiti,Samoa,2.0,1.0,Pacific Games,Honiara,Solomon Islands,True,163.0,995.0,190.0,894.0
2023-11-27,Cook Islands,Papua New Guinea,0.0,3.0,Pacific Games,Solomon Islands,Solomon Islands,True,185.0,899.0,165.0,991.0
2023-11-28,New Caledonia,Vanuatu,1.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,True,162.0,999.0,168.0,985.0
2023-11-28,Solomon Islands,Fiji,2.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,False,131.0,1108.0,170.0,980.0
2023-11-30,American Samoa,Tonga,2.0,6.0,Pacific Games,Solomon Islands,Solomon Islands,True,188.0,894.0,196.0,853.0
2023-11-30,Samoa,Cook Islands,3.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,True,187.0,896.0,185.0,902.0
2023-11-30,Tahiti,Papua New Guinea,2.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,True,164.0,995.0,165.0,991.0
2023-12-01,Vanuatu,Fiji,2.0,4.0,Pacific Games,Solomon Islands,Solomon Islands,True,168.0,985.0,170.0,981.0
2023-12-02,Solomon Islands,New Caledonia,2.0,2.0,Pacific Games,Solomon Islands,Solomon Islands,False,132.0,1112.0,160.0,1005.0
2023-12-16,Mexico,Colombia,2.0,3.0,Friendly,Los Angeles,United States,True,14.0,1655.0,15.0,1651.0
2024-01-01,Japan,Thailand,5.0,0.0,Friendly,Tokyo,Japan,False,17.0,1620.0,113.0,1177.0
2024-01-02,Indonesia,Libya,0.0,4.0,Friendly,Antalya,Turkey,True,146.0,1064.0,120.0,1155.0
2024-01-04,Tajikistan,Hong Kong,2.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True,106.0,1195.0,150.0,1043.0
2024-01-04,Saudi Arabia,Lebanon,1.0,0.0,Friendly,Doha,Qatar,True,56.0,1421.0,107.0,1193.0
2024-01-05,Indonesia,Libya,1.0,2.0,Friendly,Antalya,Turkey,True,146.0,1064.0,120.0,1155.0
2024-01-05,Iran,Burkina Faso,2.0,1.0,Friendly,Kish,Iran,False,21.0,1565.0,57.0,1411.0
2024-01-05,Kyrgyzstan,Syria,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True,98.0,1224.0,91.0,1245.0
2024-01-05,Qatar,Jordan,1.0,2.0,Friendly,Al Rayyan,Qatar,False,58.0,1407.0,87.0,1273.0
2024-01-05,Togo,Algeria,0.0,3.0,Friendly,Lomé,Togo,False,118.0,1166.0,30.0,1520.0
2024-01-06,Mozambique,Lesotho,2.0,0.0,Friendly,Johannesburg,South Africa,True,111.0,1181.0,148.0,1047.0
2024-01-06,DR Congo,Angola,0.0,0.0,Friendly,Dubai,United Arab Emirates,True,67.0,1357.0,117.0,1168.0
2024-01-06,Iraq,South Korea,0.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True,63.0,1366.0,23.0,1551.0
2024-01-06,Bahrain,Australia,0.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True,86.0,1277.0,25.0,1539.0
2024-01-06,Ivory Coast,Sierra Leone,5.0,1.0,Friendly,San-Pédro,Ivory Coast,False,49.0,1448.0,127.0,1139.0
2024-01-06,Tunisia,Mauritania,0.0,0.0,Friendly,Radès,Tunisia,False,28.0,1523.0,105.0,1195.0
2024-01-06,Mali,Guinea-Bissau,6.0,2.0,Friendly,Bamako,Mali,False,51.0,1446.0,103.0,1198.0
2024-01-06,United Arab Emirates,Oman,0.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,False,64.0,1364.0,74.0,1325.0
2024-01-07,Uzbekistan,Palestine,1.0,0.0,Friendly,Doha,Qatar,True,68.0,1345.0,99.0,1218.0
2024-01-07,Egypt,Tanzania,2.0,0.0,Friendly,Cairo,Egypt,False,33.0,1519.0,121.0,1155.0
2024-01-08,Nigeria,Guinea,0.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True,42.0,1474.0,80.0,1290.0
2024-01-08,Botswana,Mozambique,1.0,1.0,Friendly,Johannesburg,South Africa,True,145.0,1064.0,111.0,1181.0
2024-01-08,Syria,Malaysia,2.0,2.0,Friendly,Doha,Qatar,True,91.0,1245.0,130.0,1123.0
2024-01-08,Senegal,Niger,1.0,0.0,Friendly,Dakar,Senegal,False,20.0,1594.0,129.0,1128.0
2024-01-08,Ghana,Namibia,0.0,0.0,Friendly,Kumasi,Ghana,False,61.0,1384.0,115.0,1168.0
2024-01-09,Saudi Arabia,Palestine,0.0,0.0,Friendly,Al Wakrah,Qatar,True,56.0,1421.0,99.0,1218.0
2024-01-09,Japan,Jordan,6.0,1.0,Friendly,Doha,Qatar,True,17.0,1620.0,87.0,1273.0
2024-01-09,Kyrgyzstan,Vietnam,2.0,1.0,Friendly,Al Khor,Qatar,True,98.0,1224.0,94.0,1236.0
2024-01-09,Zambia,Cameroon,1.0,1.0,Friendly,Jeddah,Saudi Arabia,True,84.0,1285.0,46.0,1463.0
2024-01-09,Burundi,Algeria,0.0,4.0,Friendly,Lomé,Togo,True,139.0,1087.0,30.0,1520.0
2024-01-09,Indonesia,Iran,0.0,5.0,Friendly,Al Rayyan,Qatar,True,146.0,1064.0,21.0,1565.0
2024-01-09,Equatorial Guinea,Djibouti,1.0,1.0,Friendly,Malabo,Equatorial Guinea,False,88.0,1268.0,192.0,881.0
2024-01-10,South Africa,Lesotho,0.0,0.0,Friendly,Pretoria,South Africa,False,66.0,1357.0,148.0,1047.0
2024-01-10,DR Congo,Burkina Faso,1.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True,67.0,1357.0,57.0,1411.0
2024-01-10,Bahrain,Angola,0.0,3.0,Friendly,Dubai,United Arab Emirates,True,86.0,1277.0,117.0,1168.0
2024-01-10,Saudi Arabia,Hong Kong,2.0,0.0,Friendly,Al Wakrah,Qatar,True,56.0,1421.0,150.0,1043.0
2024-01-10,Tunisia,Cape Verde,2.0,0.0,Friendly,Radès,Tunisia,False,28.0,1523.0,73.0,1330.0
2024-01-11,Morocco,Sierra Leone,3.0,1.0,Friendly,San-Pédro,Ivory Coast,True,13.0,1662.0,127.0,1139.0
2024-01-12,Qatar,Lebanon,3.0,0.0,AFC Asian Cup,Lusail,Qatar,False,58.0,1407.0,107.0,1193.0
2024-01-12,Kuwait,Libya,1.0,3.0,Friendly,Cairo,Egypt,True,136.0,1098.0,120.0,1155.0
2024-01-12,Sweden,Estonia,2.0,1.0,Friendly,Paphos,Cyprus,True,26.0,1530.0,122.0,1150.0
2024-01-13,Ivory Coast,Guinea-Bissau,2.0,0.0,African Cup of Nations,Ebimpé,Ivory Coast,False,49.0,1448.0,103.0,1198.0
2024-01-13,Australia,India,2.0,0.0,AFC Asian Cup,Al Rayyan,Qatar,True,25.0,1539.0,102.0,1201.0
2024-01-13,Uzbekistan,Syria,0.0,0.0,AFC Asian Cup,Doha,Qatar,True,68.0,1345.0,91.0,1245.0
2024-01-13,Guatemala,Iceland,0.0,1.0,Friendly,Fort Lauderdale,United States,True,108.0,1190.0,71.0,1338.0
2024-01-14,United Arab Emirates,Hong Kong,3.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True,64.0,1364.0,150.0,1043.0
2024-01-14,Iran,Palestine,4.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True,21.0,1565.0,99.0,1218.0
2024-01-14,Japan,Vietnam,4.0,2.0,AFC Asian Cup,Doha,Qatar,True,17.0,1620.0,94.0,1236.0
2024-01-14,Nigeria,Equatorial Guinea,1.0,1.0,African Cup of Nations,Ebimpé,Ivory Coast,True,42.0,1474.0,88.0,1268.0
2024-01-14,Egypt,Mozambique,2.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True,33.0,1519.0,111.0,1181.0
2024-01-14,Ghana,Cape Verde,1.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True,61.0,1384.0,73.0,1330.0
2024-01-15,Malaysia,Jordan,0.0,4.0,AFC Asian Cup,Al Wakrah,Qatar,True,130.0,1123.0,87.0,1273.0
2024-01-15,South Korea,Bahrain,3.0,1.0,AFC Asian Cup,Doha,Qatar,True,23.0,1551.0,86.0,1277.0
2024-01-15,Indonesia,Iraq,1.0,3.0,AFC Asian Cup,Doha,Qatar,True,146.0,1064.0,63.0,1366.0
2024-01-15,Senegal,Gambia,3.0,0.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True,20.0,1594.0,126.0,1140.0
2024-01-15,Algeria,Angola,1.0,1.0,African Cup of Nations,Bouaké,Ivory Coast,True,30.0,1520.0,117.0,1168.0
2024-01-15,Cameroon,Guinea,1.0,1.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True,46.0,1463.0,80.0,1290.0
2024-01-16,Thailand,Kyrgyzstan,2.0,0.0,AFC Asian Cup,Doha,Qatar,True,113.0,1177.0,98.0,1224.0
2024-01-16,Saudi Arabia,Oman,2.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True,56.0,1421.0,74.0,1325.0
2024-01-16,Burkina Faso,Mauritania,1.0,0.0,African Cup of Nations,Bouaké,Ivory Coast,True,57.0,1411.0,105.0,1195.0
2024-01-16,Tunisia,Namibia,0.0,1.0,African Cup of Nations,Korhogo,Ivory Coast,True,28.0,1523.0,115.0,1168.0
2024-01-16,Mali,South Africa,2.0,0.0,African Cup of Nations,Korhogo,Ivory Coast,True,51.0,1446.0,66.0,1357.0
2024-01-17,Qatar,Tajikistan,1.0,0.0,AFC Asian Cup,Al Khor,Qatar,False,58.0,1407.0,106.0,1195.0
2024-01-17,Morocco,Tanzania,3.0,0.0,African Cup of Nations,San-Pédro,Ivory Coast,True,13.0,1662.0,121.0,1155.0
2024-01-17,DR Congo,Zambia,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True,67.0,1357.0,84.0,1285.0
2024-01-17,Honduras,Iceland,0.0,2.0,Friendly,Fort Lauderdale,United States,True,76.0,1314.0,71.0,1338.0
2024-01-18,Palestine,United Arab Emirates,1.0,1.0,AFC Asian Cup,Al Wakrah,Qatar,True,99.0,1218.0,64.0,1364.0
2024-01-18,Syria,Australia,0.0,1.0,AFC Asian Cup,Doha,Qatar,True,91.0,1245.0,25.0,1539.0
2024-01-18,India,Uzbekistan,0.0,3.0,AFC Asian Cup,Al Rayyan,Qatar,True,102.0,1201.0,68.0,1345.0
2024-01-18,Ivory Coast,Nigeria,0.0,1.0,African Cup of Nations,Ebimpé,Ivory Coast,False,49.0,1448.0,42.0,1474.0
2024-01-18,Egypt,Ghana,2.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True,33.0,1519.0,61.0,1384.0
2024-01-18,Equatorial Guinea,Guinea-Bissau,4.0,2.0,African Cup of Nations,Ebimpé,Ivory Coast,True,88.0,1268.0,103.0,1198.0
2024-01-19,Hong Kong,Iran,0.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True,150.0,1043.0,21.0,1565.0
2024-01-19,Iraq,Japan,2.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True,63.0,1366.0,17.0,1620.0
2024-01-19,Vietnam,Indonesia,0.0,1.0,AFC Asian Cup,Doha,Qatar,True,94.0,1236.0,146.0,1064.0
2024-01-19,Cape Verde,Mozambique,3.0,0.0,African Cup of Nations,Abidjan,Ivory Coast,True,73.0,1330.0,111.0,1181.0
2024-01-19,Senegal,Cameroon,3.0,1.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True,20.0,1594.0,46.0,1463.0
2024-01-19,Guinea,Gambia,1.0,0.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True,80.0,1290.0,126.0,1140.0
2024-01-19,Kuwait,Uganda,0.0,2.0,Friendly,Cairo,Egypt,True,136.0,1098.0,92.0,1245.0
2024-01-20,Bahrain,Malaysia,1.0,0.0,AFC Asian Cup,Doha,Qatar,True,86.0,1277.0,130.0,1123.0
2024-01-20,Algeria,Burkina Faso,2.0,2.0,African Cup of Nations,Bouaké,Ivory Coast,True,30.0,1520.0,57.0,1411.0
2024-01-20,Jordan,South Korea,2.0,2.0,AFC Asian Cup,Doha,Qatar,True,87.0,1273.0,23.0,1551.0
2024-01-20,United States,Slovenia,0.0,1.0,Friendly,San Antonio,United States,False,12.0,1665.0,54.0,1428.0
2024-01-20,Mauritania,Angola,2.0,3.0,African Cup of Nations,Bouaké,Ivory Coast,True,105.0,1195.0,117.0,1168.0
2024-01-20,Tunisia,Mali,1.0,1.0,African Cup of Nations,Korhogo,Ivory Coast,True,28.0,1523.0,51.0,1446.0
2024-01-21,Oman,Thailand,0.0,0.0,AFC Asian Cup,Doha,Qatar,True,74.0,1325.0,113.0,1177.0
2024-01-21,Kyrgyzstan,Saudi Arabia,0.0,2.0,AFC Asian Cup,Al Rayyan,Qatar,True,98.0,1224.0,56.0,1421.0
2024-01-21,South Africa,Namibia,4.0,0.0,African Cup of Nations,Korhogo,Ivory Coast,True,66.0,1357.0,115.0,1168.0
2024-01-21,Morocco,DR Congo,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True,13.0,1662.0,67.0,1357.0
2024-01-21,Zambia,Tanzania,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True,84.0,1285.0,121.0,1155.0
2024-01-22,Tajikistan,Lebanon,2.0,1.0,AFC Asian Cup,Doha,Qatar,True,106.0,1195.0,107.0,1193.0
2024-01-22,Guinea-Bissau,Nigeria,0.0,1.0,African Cup of Nations,Abidjan,Ivory Coast,True,103.0,1198.0,42.0,1474.0
2024-01-22,Ivory Coast,Equatorial Guinea,0.0,4.0,African Cup of Nations,Ebimpé,Ivory Coast,False,49.0,1448.0,88.0,1268.0
2024-01-22,Cape Verde,Egypt,2.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True,73.0,1330.0,33.0,1519.0
2024-01-22,Mozambique,Ghana,2.0,2.0,African Cup of Nations,Ebimpé,Ivory Coast,True,111.0,1181.0,61.0,1384.0
2024-01-23,Syria,India,1.0,0.0,AFC Asian Cup,Al Khor,Qatar,True,91.0,1245.0,102.0,1201.0
2024-01-23,Hong Kong,Palestine,0.0,3.0,AFC Asian Cup,Doha,Qatar,True,150.0,1043.0,99.0,1218.0
2024-01-23,Iran,United Arab Emirates,2.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True,21.0,1565.0,64.0,1364.0
2024-01-23,Australia,Uzbekistan,1.0,1.0,AFC Asian Cup,Al Wakrah,Qatar,True,25.0,1539.0,68.0,1345.0
