home_team,away_team,target,rank_dif,goals_dif,goals_dif_l5,goals_suf_dif,goals_suf_dif_l5,goals_per_ranking_dif,dif_rank_agst,dif_rank_agst_l5,dif_points_rank,dif_points_rank_l5,is_friendly
Albania,Poland,0,39.0,0.10000000000000009,0.10000000000000009,-0.44999999999999996,-0.44999999999999996,0.0001549969674506345,5.150000000000006,5.150000000000006,-0.03945649306971217,-0.03945649306971217,0
Kuwait,Kyrgyzstan,1,40.0,1.4,1.5,-1.65,-1.65,0.009736182298253787,34.0,44.30000000000001,0.01921001215027172,0.015586538238746412,1
Nicaragua,Barbados,0,-25.0,0.26666666666666683,-0.19999999999999996,0.23333333333333317,0.3999999999999999,0.009490465879723405,-72.13333333333334,-89.20000000000002,0.0008087351507401483,-0.0010218460559498696,0
Cayman Islands,Aruba,1,-6.0,1.0,1.0,3.0,3.0,0.0058823529411764705,30.0,30.0,0.0,0.0,0
Cambodia,Macau,0,-6.0,0.5,0.5,-0.33333333333333326,-0.33333333333333326,0.002932551319648094,2.166666666666657,2.166666666666657,0.003355704697986577,0.003355704697986577,1
Portugal,Luxembourg,0,-80.0,1.8333333333333333,1.6,-1.3333333333333333,-1.6,0.020206288835673256,-1.4000000000000057,-9.200000000000003,0.020385716438137653,0.01972270035006489,0
Dominican Republic,Montserrat,0,-27.0,-0.33333333333333337,-0.33333333333333337,0.3333333333333335,0.3333333333333335,-0.0013283452613315977,-25.333333333333343,-25.333333333333343,-0.0022915959425154108,-0.0022915959425154108,0
Vietnam,Palestine,0,-1.0,0.19999999999999996,0.19999999999999996,-0.4,-0.4,6.407860308645097e-05,19.66666666666667,19.66666666666667,0.002521768707627204,0.002521768707627204,1
Guinea-Bissau,Sierra Leone,0,-8.0,-1.5,-1.5,-2.5,-2.5,-0.03571428571428572,-5.0,-5.0,0.04285714285714286,0.04285714285714286,0
Armenia,Croatia,1,84.0,-0.3999999999999999,-0.3999999999999999,1.0,1.0,-0.025725442156037056,26.199999999999996,26.199999999999996,-0.11093822449847203,-0.11093822449847203,0
Latvia,Wales,1,99.0,0.19999999999999996,0.19999999999999996,1.4,1.4,0.009535509535509537,-17.200000000000003,-17.200000000000003,-0.04022556390977443,-0.04022556390977443,0
Iceland,Bosnia and Herzegovina,0,5.0,0.6666666666666667,0.8,0.23333333333333317,0.19999999999999996,0.011428796073211686,-12.233333333333334,-2.6000000000000085,-0.009998556998556998,-0.009493506493506493,0
Slovakia,Liechtenstein,0,-153.0,0.8,0.8,-2.8000000000000003,-2.8000000000000003,0.008253296154772969,29.0,29.0,0.025090304209836368,0.025090304209836368,0
Myanmar,Nepal,0,-15.0,-0.125,0.35,-0.5,-0.7,-2.35862799996666e-05,-22.5,-7.75,0.0008183272316172807,0.003882101940612578,1
Saint Vincent and the Grenadines,Bermuda,0,5.0,0.8333333333333333,0.8333333333333333,-0.5,-0.5,0.0037868662567940832,45.0,45.0,0.00729175363891904,0.00729175363891904,0
Guyana,Bahamas,0,-29.0,0.9333333333333335,0.9333333333333335,-2.533333333333333,-2.533333333333333,0.005543259131856824,11.066666666666663,11.066666666666663,0.008483266806024082,0.008483266806024082,0
Puerto Rico,Antigua and Barbuda,0,31.0,2.5,2.5,-2.75,-2.75,0.012905363362344139,18.25,18.25,0.013034652372229625,0.013034652372229625,0
Turks and Caicos Islands,Dominica,1,18.0,0.0,0.0,0.0,0.0,-0.0009595845563332584,34.0,34.0,0.0,0.0,0
Bolivia,Argentina,1,82.0,-2.1333333333333333,-1.9999999999999998,1.6666666666666667,1.8,-0.022096001781935624,-32.0,-39.2,-0.04094888485114013,-0.03783279970740522,0
Ecuador,Uruguay,0,24.0,-1.0,-1.0,0.3999999999999999,0.3999999999999999,0.008134410033425028,-41.00000000000001,-41.00000000000001,-0.015836324652589717,-0.015836324652589717,0
Jamaica,Haiti,1,-29.0,-0.11688311688311681,1.4000000000000001,0.09090909090909083,-0.3999999999999999,0.005174544331170839,-35.97402597402598,3.3999999999999915,0.010198673595404063,0.0100264127825555,0
Venezuela,Paraguay,0,8.0,-0.33333333333333326,-0.33333333333333326,-0.4,-0.4,-0.006084070796460176,3.799999999999997,3.799999999999997,0.0044988413338167,0.0044988413338167,0
Azerbaijan,Jordan,0,39.0,-1.5,-1.5,0.25,0.25,-0.01831048208757187,-24.0,-24.0,-0.015186962015320223,-0.015186962015320223,1
Bahrain,Turkmenistan,1,-52.0,0.8,0.6000000000000001,-0.26666666666666683,-0.20000000000000018,0.008135366723551028,-9.700000000000003,-1.6000000000000085,0.013180152629693914,0.006183155632696917,1
Egypt,Tunisia,1,3.0,0.7999999999999998,0.7999999999999998,-0.2,-0.2,0.003453361189627623,23.400000000000006,23.400000000000006,0.00521470417722986,0.00521470417722986,1
Germany,France,0,13.0,-0.8666666666666669,-1.0000000000000002,2.1666666666666665,2.6,0.03900966183574878,-52.83333333333333,-53.2,-0.10897921151722899,-0.1316776242156417,1
Qatar,Russia,1,21.0,-0.5,-0.7,1.1666666666666667,1.3,-0.01832298136645963,24.0,22.799999999999997,-0.01083258406243156,0.0024341217968668893,1
Ghana,Liberia,0,-88.0,-0.5,-0.5,-1.5,-1.5,-0.013877421403620195,50.5,50.5,0.00930943020495259,0.00930943020495259,1
Peru,Brazil,1,18.0,-2.6,-2.6,-0.8,-0.8,-0.04629829951105534,-23.55,-23.55,0.025955857592712423,0.025955857592712423,0
Cuba,Suriname,0,29.0,0.16666666666666669,0.06666666666666671,0.6666666666666667,1.0,0.003690690782438667,-41.5,-59.33333333333333,0.0010040160642570276,-0.0016248903660619493,0
Honduras,Grenada,0,-95.0,-0.6607142857142858,-0.6,-0.5,-0.8000000000000003,0.0008798970107123018,-79.76785714285714,-69.0,0.006649107226528858,0.006150542384851621,0
Chile,Colombia,1,15.0,1.0666666666666667,0.7999999999999998,0.5,0.4,-0.014785957767054766,59.53333333333334,55.6,-0.0733730912079659,-0.07727569214198866,0
Iran,Angola,0,-94.0,1.5238095238095237,1.6,-0.33333333333333337,-0.4,0.01956673654786862,-23.57142857142857,-35.20000000000002,0.01980016642403294,0.01953522293246589,1
Japan,Turkey,0,-21.0,1.6,1.6,-0.19999999999999996,-0.19999999999999996,0.08825396825396827,-41.2,-41.2,0.052911039253144505,0.052911039253144505,1
Kenya,South Sudan,1,-62.0,0.33333333333333337,0.33333333333333337,-2.3333333333333335,-2.3333333333333335,-0.0009751134099291979,45.83333333333333,45.83333333333333,0.016558018252933508,0.016558018252933508,1
Philippines,Afghanistan,0,-22.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333335,-0.3333333333333335,-0.002512070190917335,1.3333333333333428,1.3333333333333428,0.0022197895761114153,0.0022197895761114153,1
Scotland,England,1,26.0,-0.8000000000000003,-0.8000000000000003,-0.2,-0.2,-0.020811104291582082,12.799999999999997,12.799999999999997,-0.02716153508822014,-0.02716153508822014,1
Senegal,Algeria,1,-15.0,1.2,1.2,0.4,0.4,0.013602891953407416,-4.599999999999994,-4.599999999999994,0.18880567877767335,0.18880567877767335,1
South Africa,DR Congo,0,-6.0,-0.4666666666666668,-0.8,0.6,0.4,-0.0061780738946093285,13.955555555555563,21.80000000000001,0.014259439394138752,-0.01487287992108645,1
United Arab Emirates,Costa Rica,0,26.0,0.125,-0.25,-0.75,-1.1,-0.00281675856091759,43.25,58.15,0.0032286024062339845,-0.0005044518202412945,1
United States,Oman,0,-62.0,1.0153846153846153,2.4000000000000004,-0.48461538461538467,-0.4,0.023518188632226537,-31.49230769230769,-19.200000000000003,0.021786483301578365,0.007604040875256263,1
Italy,Ukraine,0,-16.0,0.0,0.0,-0.20000000000000018,-0.20000000000000018,0.00048076923076922906,-0.7999999999999972,-0.7999999999999972,0.02952913523233895,0.02952913523233895,0
Morocco,Burkina Faso,0,-42.0,0.0,0.0,-0.25,-0.25,0.012498497776709529,-78.0,-78.0,0.7558395441501704,0.7558395441501704,1
Norway,Georgia,0,-34.0,0.20000000000000018,0.20000000000000018,-1.0,-1.0,0.00859065488300072,-13.199999999999996,-13.199999999999996,0.0019513244195464331,0.0019513244195464331,0
Malta,North Macedonia,1,103.0,-0.7,-0.7999999999999999,-0.8999999999999999,-1.0,-0.010461342955045725,-0.4333333333333229,-0.19999999999998863,-0.025451105131987267,-0.023847153528035663,0
Belgium,Estonia,0,-106.0,1.7000000000000002,1.8000000000000003,-1.4,-1.7999999999999998,0.026082426768105058,13.433333333333337,15.399999999999999,0.07543567517031115,0.08409542939458149,0
Sweden,Austria,1,-6.0,0.5714285714285716,0.7999999999999998,0.19999999999999996,0.3999999999999999,0.013151461816759566,-14.42857142857143,-10.400000000000006,-0.06281109121729789,-0.07259142121840712,0
Switzerland,Andorra,0,-141.0,2.1999999999999997,2.1999999999999997,-0.3999999999999999,-0.3999999999999999,0.02046049596481873,26.799999999999997,26.799999999999997,0.02027458574710786,0.02027458574710786,0
Israel,Belarus,0,-22.0,0.3999999999999999,0.3999999999999999,-0.6000000000000001,-0.6000000000000001,0.004428508672990845,3.0,3.0,0.00917366521799884,0.00917366521799884,0
Romania,Kosovo,0,-61.0,0.3999999999999999,0.3999999999999999,-0.3999999999999999,-0.3999999999999999,0.0027769692030040153,11.799999999999997,11.799999999999997,0.007603330168876037,0.007603330168876037,0
South Korea,Saudi Arabia,0,-26.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002,0.01212030525213228,-32.400000000000006,-32.400000000000006,0.020145658263305322,0.020145658263305322,1
Cameroon,Burundi,0,-98.0,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,0.0018916280205028072,-55.66666666666667,-55.66666666666667,0.013530606946682113,0.013530606946682113,0
Spain,Cyprus,0,-108.0,1.5999999999999999,1.5999999999999999,-1.8,-1.8,0.05352684144818976,-22.0,-22.0,0.12311196147793456,0.12311196147793456,0
Mexico,Uzbekistan,1,-62.0,0.07142857142857162,-0.3999999999999999,0.0,-0.4,0.0046636903138922055,-8.785714285714285,-21.4,0.01468984958602541,0.023639919724454197,1
Papua New Guinea,Solomon Islands,1,29.0,-0.5,-0.5,4.75,4.75,-0.002874061862825907,-7.75,-7.75,-0.00759211924455969,-0.00759211924455969,0
New Caledonia,Vanuatu,0,-5.0,0.5,0.5,-0.5,-0.5,0.0025702960485569177,12.5,12.5,5.6805271529196746e-05,5.6805271529196746e-05,0
Wales,Gibraltar,0,-165.0,1.0,1.0,-1.8333333333333333,-1.8,0.013574660633484162,18.833333333333336,31.4,0.03725264654172745,0.01613174727864437,1
Solomon Islands,Vanuatu,0,-35.0,1.1333333333333333,1.1333333333333333,-1.1333333333333335,-1.1333333333333335,0.007135963823861914,3.0,3.0,0.006174075343818333,0.006174075343818333,0
New Caledonia,Papua New Guinea,0,1.0,1.3333333333333335,1.3333333333333335,-4.333333333333333,-4.333333333333333,0.007234635283415772,21.0,21.0,0.01001551581720358,0.01001551581720358,0
Indonesia,Brunei,0,-44.0,1.1666666666666667,1.4,-8.833333333333334,-9.0,0.011475409836065573,-47.33333333333333,-46.2,0.010143435488844459,0.012172122586613352,0
Suriname,Haiti,1,58.0,-1.375,-0.95,-0.125,-0.6000000000000001,-0.013615593284815658,27.0,54.55,-0.011602481933070017,-0.011504326427932933,0
Grenada,Jamaica,1,117.0,-0.375,-0.8,1.0833333333333333,1.6,-0.011303601314264328,58.70833333333333,29.0,-0.017991082600708495,-0.013414521702699257,0
Cuba,Honduras,1,92.0,-0.4285714285714286,-0.7999999999999999,0.09523809523809534,0.7999999999999999,-0.006593342474545613,10.61904761904762,-15.399999999999991,-0.005984966637114384,-0.009167607556263698,0
Afghanistan,Mongolia,0,-25.0,-0.25,-0.25,-3.75,-3.75,-0.00723392064174187,56.25,56.25,0.0026455026455026454,0.0026455026455026454,0
Argentina,Paraguay,0,-51.0,1.8333333333333335,2.0,-1.0,-1.0,0.02188217154331612,12.416666666666671,15.150000000000006,0.03586995043181631,0.036660255896790034,0
Maldives,Bangladesh,1,-34.0,0.0,-0.3999999999999999,0.19999999999999996,0.19999999999999996,-0.0003241032596732179,8.650000000000006,8.949999999999989,-0.0009618857756750303,-0.001786909939776182,0
Hong Kong,Bhutan,0,-36.0,1.1666666666666665,1.4000000000000001,-1.0,-1.0,0.008580751907344426,-18.166666666666686,-16.400000000000006,0.0009205816113710854,-0.0001453020663546977,0
Cambodia,Pakistan,1,-20.0,1.523809523809524,1.4666666666666668,-1.7619047619047619,-1.9333333333333336,0.008606940598986196,24.47619047619048,31.73333333333335,0.00773164195982988,0.00773164195982988,0
Bolivia,Ecuador,1,45.0,-0.9285714285714286,-1.2000000000000002,0.6904761904761905,1.4000000000000001,-0.030437792368525944,3.1190476190476204,-9.000000000000004,-0.05525847710856674,-0.0758841403662624,0
Chile,Peru,0,14.0,1.6666666666666667,1.4,-0.33333333333333337,-0.4,0.008975570252395735,59.0,64.4,-0.008048313991269814,-0.022701455050393348,0
Brazil,Venezuela,1,-50.0,1.6,1.8,1.1,1.2000000000000002,0.04585683719120794,-22.266666666666673,-25.4,0.010262270685545444,0.01588056659325022,0
Colombia,Uruguay,1,-1.0,-1.0238095238095237,-1.2,-0.5714285714285714,-0.8,0.004282032094454144,-37.76190476190476,-42.400000000000006,0.03656371928767003,0.04791660460513563,0
Montenegro,Lebanon,0,-33.0,-0.2857142857142858,-0.3999999999999999,0.7857142857142857,1.2000000000000002,0.005502200880352141,-65.80952380952381,-65.99999999999999,0.006654420186864853,4.174954174954171e-05,1
Dominica,British Virgin Islands,1,-23.0,0.0,0.0,-0.5,-0.5,-5.750100626761116e-05,1.0,1.0,0.0,0.0,0
Russia,Cameroon,0,-2.0,-0.41666666666666674,-0.41666666666666674,-0.5833333333333334,-0.5833333333333334,0.008117362813092069,-44.916666666666664,-44.916666666666664,0.01000828985161387,0.01000828985161387,1
Nepal,Laos,1,-11.0,-0.2222222222222222,-0.6,-0.6666666666666667,-0.4666666666666668,-0.0007931712710023261,-16.7777777777778,-26.53333333333333,0.0011641037376331495,-0.0010784823284823285,0
Algeria,Cape Verde,0,-37.0,-0.033333333333333215,-0.19999999999999996,-0.30000000000000004,-0.4,0.0011233240217543381,-9.966666666666669,-17.599999999999994,0.013112719815005613,0.017972475746366255,1
Bahrain,Kyrgyzstan,0,-10.0,0.0,-0.19999999999999996,-0.7142857142857142,-0.6000000000000001,-0.0005733464229403483,6.057142857142864,6.799999999999997,0.008267785878367725,0.0024785183499697596,1
Egypt,Zambia,0,-47.0,0.16666666666666652,0.20000000000000018,-0.11111111111111116,-0.19999999999999996,0.0037488123002504953,-15.611111111111114,-26.200000000000003,-0.003649123556548811,-0.002499878325485212,1
Georgia,Thailand,0,-33.0,0.33333333333333326,-0.19999999999999996,1.0833333333333335,1.0,0.011019109379765114,-30.58333333333333,-46.60000000000001,-0.004768560989851572,-0.0028822073141010016,1
Belarus,Romania,1,58.0,-0.8333333333333334,-0.5999999999999999,1.1666666666666665,0.3999999999999999,-0.00789475667568566,-12.5,13.200000000000003,-0.024894124460040006,-0.025951380724597024,0
Myanmar,Macau,0,-24.0,0.8,0.8,-1.6,-1.6,0.00546448087431694,-23.849999999999994,-23.849999999999994,0.009995791442599954,0.009995791442599954,0
Sweden,Moldova,0,-136.0,1.375,2.0,0.25,0.19999999999999996,0.02218755908489318,-3.8333333333333286,21.199999999999996,-0.014226842870321572,-0.026533745839955755,1
Andorra,Kosovo,1,42.0,-0.33333333333333337,-0.20000000000000007,0.3333333333333335,0.20000000000000018,-0.0031874039938556073,-12.333333333333329,-9.999999999999993,-0.016467695630323922,-0.017129655809020282,0
Albania,Czech Republic,0,25.0,-0.3999999999999999,-0.19999999999999996,-0.06666666666666665,0.0,-0.0034425432055209017,-5.633333333333326,-17.599999999999994,-0.005334135726576351,0.013513544318405044,0
Faroe Islands,Poland,1,101.0,-0.8333333333333335,-1.0,0.5,1.0,-0.01075443586617906,8.666666666666671,-16.799999999999997,-0.04620815787616109,-0.056599214738749626,0
Spain,Scotland,0,-21.0,0.8333333333333335,1.0,0.0,0.0,0.024998138634502266,-11.166666666666664,0.0,0.031945089793927,0.029835164835164837,0
Latvia,Armenia,0,45.0,-0.8333333333333334,-1.2000000000000002,1.1666666666666665,1.2000000000000002,-0.00839990028505468,-17.0,-21.200000000000003,-0.02859884018420604,-0.03431860822104725,0
Cyprus,Norway,1,77.0,-1.5,-1.8,1.8333333333333333,2.2,-0.019488573613116983,-16.166666666666664,-25.799999999999997,-0.01739468806221053,-0.020873625674652632,0
Croatia,Turkey,1,-36.0,0.4999999999999998,0.7999999999999998,-1.1666666666666667,-1.4,0.014639639639639636,-9.666666666666664,1.7999999999999972,0.09646925838991827,0.11493604239872897,0
England,Australia,0,-23.0,1.6666666666666665,1.9,-1.25,-1.35,-0.004696356275303647,30.416666666666664,39.65,0.07681514851821149,0.025003381473886296,1
Curaçao,Panama,1,45.0,-1.1076923076923078,-1.4000000000000001,1.0461538461538464,1.4000000000000001,-0.01989514071633756,9.846153846153847,12.399999999999999,-0.024339600257003102,-0.031057666260111916,0
Equatorial Guinea,Burkina Faso,1,34.0,1.15,1.15,-0.25,-0.25,0.0092669716210373,16.25,16.25,0.03115225670455806,0.03115225670455806,1
DR Congo,New Zealand,1,-40.0,0.5,0.19999999999999996,-3.5,-3.6,-0.029692724088520937,73.16666666666667,71.6,0.02200482430621453,0.02058054644901083,1
Belize,Bermuda,1,6.0,-0.6666666666666666,-0.6666666666666666,-1.0,-1.0,-0.004719968942195704,4.333333333333314,4.333333333333314,0.0,0.0,0
Barbados,Dominican Republic,1,21.0,0.08333333333333326,0.1499999999999999,0.4166666666666665,0.6499999999999999,-0.0011975105937410899,29.083333333333343,26.650000000000006,-0.002707731603708994,-0.002715085734524272,0
Montserrat,Nicaragua,1,41.0,-1.3928571428571428,-1.25,0.5357142857142858,0.25,-0.015567289935364728,40.85714285714286,56.0,-0.0032025749012560825,-0.0015817656591277382,0
Trinidad and Tobago,Guatemala,0,-5.0,0.6060606060606061,1.0,0.5151515151515152,2.0,0.004631195203022029,18.80303030303031,13.800000000000004,0.0009552682607751259,-0.00028580587773739674,0
Japan,Canada,0,-25.0,1.3333333333333335,2.1999999999999997,0.16666666666666674,0.0,0.08174275970886141,-45.02380952380953,-39.0,0.051957460196096567,0.05734033338250712,1
Guinea,Guinea-Bissau,0,-25.0,0.8,0.8,1.3333333333333335,1.3333333333333335,0.004805491990846681,24.06666666666667,24.06666666666667,-0.02658309347068626,-0.02658309347068626,1
Iraq,Qatar,1,8.0,1.0,0.5999999999999999,-0.3500000000000001,0.19999999999999996,0.011520006344926042,8.700000000000003,9.200000000000003,-0.0077782473552041285,-0.038799323029722034,1
Portugal,Slovakia,0,-40.0,2.666666666666667,2.4,-0.3333333333333333,-0.4,0.030993237892530473,-12.333333333333329,-36.0,0.0173921535174096,0.020014194234066737,0
Angola,Mozambique,1,4.0,-0.125,-0.3999999999999999,0.0,0.8,-0.00093513435444364,-2.75,-19.000000000000014,-0.0010522807276636004,-0.008475154663609671,1
South Korea,Tunisia,0,-3.0,-0.9999999999999999,-1.0,0.5,0.20000000000000007,0.002899349944018314,-55.166666666666664,-45.599999999999994,-0.0052952292027922225,-0.013118980925703613,1
Mali,Uganda,0,-40.0,1.2,1.2,-0.46666666666666673,-0.46666666666666673,0.006189727768399404,41.26666666666665,41.26666666666665,0.004621647273219129,0.004621647273219129,1
Iceland,Luxembourg,1,-18.0,0.5714285714285714,0.6000000000000001,-0.857142857142857,-1.0000000000000002,0.010149208513216691,-11.142857142857139,-19.0,-0.009637568832512202,-0.009788892661813379,0
Austria,Belgium,1,20.0,-0.5,-0.8,0.33333333333333337,0.20000000000000007,-0.009774431940481373,5.666666666666657,-12.799999999999997,0.0199406023380906,0.04505700164149744,0
Liechtenstein,Bosnia and Herzegovina,1,136.0,-0.6666666666666667,-0.2,1.6666666666666665,1.2,-0.007234603280198553,-26.833333333333336,-21.400000000000006,-0.010436507936507937,-0.003,0
Netherlands,France,1,5.0,0.0,0.7999999999999998,1.6666666666666667,1.2000000000000002,0.0053831775700934545,-9.0,-10.199999999999996,-0.09335294680443935,-0.012023536165327208,0
Republic of Ireland,Greece,1,4.0,-0.3333333333333335,-0.3999999999999999,0.6666666666666666,0.3999999999999999,0.003433835845896148,-33.66666666666667,-27.0,-0.010139780880017667,-0.013679015251509923,0
South Africa,Eswatini,1,-79.0,0.8714285714285714,0.20000000000000007,-0.09999999999999998,-0.6,0.007106887702018451,18.042857142857144,6.599999999999994,0.03258485378785795,0.0072183573386513725,1
Nigeria,Saudi Arabia,1,-17.0,0.6666666666666666,0.5333333333333332,-1.0,-1.0,3.2009730958210136e-05,58.66666666666667,60.46666666666667,0.017021584818194987,0.017021584818194987,1
Estonia,Azerbaijan,1,-6.0,-0.3714285714285715,-0.4,0.02857142857142847,0.8000000000000003,-0.00523471800067545,-10.114285714285714,-12.399999999999999,-0.00036379006537486797,-0.0075560217967771065,0
Vietnam,Uzbekistan,1,20.0,-0.5416666666666667,-0.8,-0.625,-1.0,-0.018489628799441313,54.79166666666667,52.4,-0.009599135009566672,-0.007750714744895901,1
Sierra Leone,Benin,1,30.0,0.25,0.25,1.0,1.0,0.0075119032299575325,-26.25,-26.25,-0.01753852392538524,-0.01753852392538524,1
Puerto Rico,Guyana,1,-5.0,1.9666666666666666,1.9999999999999998,-0.4,-0.6,0.010697633682968371,8.933333333333337,9.599999999999994,0.0038051670588700286,0.0051218610399845505,0
Bahamas,Antigua and Barbuda,1,63.0,0.33333333333333337,0.33333333333333337,-0.75,-0.75,0.0025011406120245125,-12.416666666666657,-12.416666666666657,0.0014044943820224719,0.0014044943820224719,0
Ivory Coast,Morocco,1,37.0,0.7,0.7,0.4,0.4,-0.006483439041578576,80.75,80.75,-0.6064602022525832,-0.6064602022525832,1
Liberia,Libya,1,24.0,1.0833333333333333,1.0833333333333333,0.8333333333333335,0.8333333333333335,0.017318226668027625,-11.083333333333329,-11.083333333333329,0.002227871630856705,0.002227871630856705,1
Mauritania,Madagascar,0,-9.0,0.8928571428571429,0.55,0.1071428571428572,0.65,0.013142675038950002,-45.10714285714286,-46.25,0.008195597305998293,0.004230811449993098,1
Mexico,Ghana,0,-48.0,0.4666666666666668,0.8000000000000003,0.4,0.4,0.018683857272188055,-61.39999999999999,-71.0,0.016510855768807845,0.02697420223736013,1
United States,Germany,1,-4.0,1.2857142857142858,2.0,-1.4285714285714286,-1.6,-0.044255334927786126,49.142857142857146,51.6,-0.1940441539471193,-0.2764455700426919,1
Bulgaria,Lithuania,1,-65.0,-0.16666666666666663,-0.20000000000000007,-0.16666666666666674,0.0,-0.005905006418485235,14.0,8.799999999999997,-1.549746428963772e-07,-1.8596957147669346e-07,0
Hungary,Serbia,0,4.0,-0.5,-0.3999999999999999,-0.6666666666666667,-0.7999999999999999,-0.005041328065197054,-4.69047619047619,-12.200000000000003,-0.010138303647705703,0.02222749446568582,0
Northern Ireland,San Marino,0,-133.0,0.6666666666666666,0.4,-2.166666666666667,-2.1999999999999997,0.007104795737122558,32.33333333333333,8.400000000000006,0.0023696682464454974,0.0,0
Slovenia,Finland,0,5.0,0.7916666666666665,0.20000000000000018,0.125,0.8,0.0010440680643521057,36.91666666666667,21.19999999999999,0.007610885489426563,-0.0033222826459891573,0
Denmark,Kazakhstan,0,-82.0,0.5,0.19999999999999996,0.0,0.20000000000000007,0.0025538250114521335,13.833333333333329,17.799999999999997,-0.014711760593834451,-0.028368398426887056,0
Papua New Guinea,Vanuatu,1,-6.0,0.5,0.5,2.5,2.5,0.003395412218941631,-0.75,-0.75,-0.003018948512852373,-0.003018948512852373,0
New Caledonia,Solomon Islands,1,30.0,0.8333333333333333,0.8999999999999999,-0.25,-0.44999999999999996,0.004797340444307531,4.666666666666657,5.699999999999989,0.0004898172732114049,0.0015016083185105458,0
Ukraine,North Macedonia,0,-42.0,0.16666666666666674,0.6000000000000001,-0.33333333333333326,-0.6000000000000001,0.017709073679222934,-39.333333333333336,-14.800000000000004,0.03335435043994743,0.0436180348991944,0
Italy,Malta,0,-162.0,1.2380952380952381,1.4,-0.23809523809523814,-0.19999999999999996,0.029262672811059914,-19.761904761904766,-23.400000000000006,0.1027375807322217,0.1219102812181361,0
Honduras,Cuba,0,-92.0,0.4,0.6,-0.050000000000000044,-0.6,0.0047145201693012005,-0.125,25.400000000000006,0.0045353291942477215,0.004305361049454854,0
Haiti,Jamaica,1,31.0,-0.1367521367521367,-0.6000000000000001,-0.04273504273504258,0.40000000000000013,-0.0059413702670163444,25.37606837606839,0.20000000000000284,-0.009133968170983414,-0.01254403226459143,0
Suriname,Grenada,0,-28.0,-0.7111111111111111,-0.4,-1.4444444444444446,-2.4,-0.005537745767907432,-3.5333333333333314,30.599999999999994,-5.4172990865276015e-05,0.0020780231523407065,0
Kyrgyzstan,Philippines,1,-36.0,0.08333333333333337,0.050000000000000044,0.25,0.4500000000000002,0.0032184117441666294,-43.25,-55.55,-0.00438956182543402,-0.004707852847484854,1
Sudan,Tanzania,1,8.0,-0.25,-0.25,1.25,1.25,-0.0029759757593247243,-0.5,-0.5,-0.012606613957426212,-0.012606613957426212,1
Georgia,Cyprus,0,-41.0,2.1428571428571432,2.0,-1.2857142857142856,-1.2000000000000002,0.023520258543300025,28.285714285714285,21.800000000000004,0.011847954585672405,0.010762548262548263,0
Norway,Spain,1,33.0,-0.4285714285714288,-0.19999999999999973,0.5714285714285714,0.4,-0.02815237077283929,26.857142857142854,37.00000000000001,-0.086912800196908,-0.11028853446768073,0
Wales,Croatia,0,27.0,-0.4285714285714286,-0.3999999999999999,0.4285714285714286,0.6,-0.02109816384180791,40.85714285714286,43.6,-0.07442144321843572,-0.1164935064935065,0
Turkey,Latvia,0,-94.0,0.5714285714285714,0.8,-0.857142857142857,-1.0,0.009140376620200539,4.0,0.3999999999999986,0.0925478448034839,0.12325119325119324,0
Czech Republic,Faroe Islands,0,-94.0,1.4285714285714284,1.6,-0.8571428571428572,-1.0000000000000002,0.01815999615932404,-1.7142857142857082,6.200000000000003,0.03528632719937068,0.02212813080639168,0
Poland,Moldova,1,-129.0,0.2857142857142858,0.19999999999999996,-0.14285714285714302,-0.6000000000000001,-0.001508301299170246,25.857142857142854,47.6,0.011896801585022265,0.014453787283021519,0
Switzerland,Belarus,1,-91.0,2.261904761904762,1.7999999999999998,-0.738095238095238,0.19999999999999996,0.019167090805664505,30.69047619047619,15.199999999999989,0.015428056123669091,0.010733600754786276,0
Romania,Andorra,0,-106.0,0.8571428571428572,0.6,-1.2857142857142858,-1.4,0.007287629394082912,26.857142857142847,19.4,0.02483850998999281,0.026535937226734353,0
Dominican Republic,Barbados,0,-21.0,0.8571428571428572,1.0,-1.1714285714285717,-1.6,0.00713769286384543,-19.628571428571405,-14.199999999999989,0.005326353023605717,0.005669265637621009,0
Nicaragua,Montserrat,0,-41.0,1.65,1.6,-0.8999999999999999,-1.0,0.015776121769462505,-30.17500000000001,-30.60000000000001,0.0053457296501319435,0.006129733085040346,0
Turks and Caicos Islands,British Virgin Islands,1,-2.0,-1.1666666666666667,-1.1666666666666667,1.3333333333333333,1.3333333333333333,-0.006461168194020182,10.333333333333343,10.333333333333343,-0.0067819968810067825,-0.0067819968810067825,0
Algeria,Egypt,1,-1.0,-0.2857142857142858,0.19999999999999996,0.0,-0.20000000000000007,0.0021139770362229027,-24.42857142857143,-33.400000000000006,0.024729766851877246,0.03446302737369635,1
Botswana,Eswatini,0,5.0,0.3392857142857143,0.0,0.5535714285714286,0.19999999999999996,0.0032892257443155647,6.053571428571431,6.0,-0.0014867015965018982,-0.001151513492733916,1
Kenya,Russia,1,70.0,-0.44999999999999996,-0.44999999999999996,0.5,0.5,-0.01964166666666667,77.0,77.0,-0.03072963489144823,-0.03072963489144823,1
