home_team,away_team,target,rank_dif,goals_dif,goals_dif_l5,goals_suf_dif,goals_suf_dif_l5,goals_per_ranking_dif,dif_rank_agst,dif_rank_agst_l5,dif_points_rank,dif_points_rank_l5,is_friendly
Papua New Guinea,New Caledonia,1,8.0,-2.1880341880341883,-2.8,1.8717948717948718,1.6,-0.013441882095050275,0.2649572649572747,6.400000000000006,-0.00812623854471338,-0.005892729649808833,0
Uzbekistan,Iran,1,41.0,-0.6521739130434783,0.6000000000000001,0.08695652173913049,0.19999999999999996,-0.0037529673049051353,-13.217391304347828,-0.7999999999999972,-0.004529591797111477,0.0036488261726489238,0
United Arab Emirates,North Korea,1,-42.0,0.19444444444444442,0.8000000000000003,-0.30000000000000004,-0.6,-0.0013919341321805868,18.00555555555556,13.799999999999997,0.008220049145077991,0.014986844267301451,0
Jordan,South Korea,1,45.0,-0.23214285714285743,-1.1999999999999997,0.5595238095238096,0.4,-0.007222849785616246,13.672619047619037,-4.799999999999997,-0.006531421153242022,0.0045442402284205236,0
Iraq,Palestine,0,-43.0,1.1111111111111112,1.8000000000000003,-0.31313131313131326,-1.4000000000000001,0.011574622054139365,5.196969696969688,36.400000000000006,0.017918030645681655,0.00973586771946577,0
Faroe Islands,Armenia,1,44.0,-0.75,-1.2000000000000002,0.0,0.19999999999999996,-0.012283250992928412,17.8125,16.0,-0.012935491102471063,-0.007427026984464445,0
Saudi Arabia,Japan,1,40.0,-2.377272727272727,-2.0,0.19545454545454544,0.4,-0.03340844337860236,13.204545454545453,26.0,-0.0304917115866613,-0.010524221967309332,0
Bahrain,Indonesia,1,-53.0,-0.2028985507246377,0.4,-0.3242753623188406,0.6,-0.0023464382107269404,1.5833333333333286,8.400000000000006,0.006196420421365983,0.014854944014882743,0
Equatorial Guinea,Liberia,0,-49.0,0.13888888888888906,-0.20000000000000007,-0.4722222222222221,0.19999999999999996,0.0012948925815274813,0.75,-51.79999999999998,0.0117360459127477,-0.0012534591194968553,0
Madagascar,Gambia,1,-27.0,-0.41666666666666674,-1.0000000000000002,-0.9166666666666667,-1.4,-0.007601877929991372,26.96666666666667,2.5999999999999943,0.00259672529120044,0.009979929701734424,0
Tunisia,Comoros,1,-82.0,-0.38888888888888884,-0.19999999999999996,-0.7514619883040935,-0.6000000000000001,-0.0010175697726028683,-23.91520467836257,-18.0,0.013277972689081794,0.012703675030833807,0
Gabon,Lesotho,1,-69.0,0.3833333333333333,0.3999999999999999,0.19999999999999996,0.6000000000000001,0.005305529223697973,-14.616666666666674,-42.599999999999994,0.0035700130267181055,0.00438485182849937,0
Benin,Rwanda,0,-41.0,0.43506493506493504,0.19999999999999996,0.6298701298701299,0.7999999999999999,0.005505825959159374,-7.344155844155836,-26.400000000000006,0.001519995826549346,0.009468905324770124,0
Nigeria,Libya,0,-82.0,-0.07499999999999996,0.19999999999999996,-0.17500000000000004,-0.3999999999999999,0.0013756650929844204,-15.862499999999997,-17.200000000000003,0.0073017110485904604,0.005823706884117531,0
Egypt,Mauritania,0,-81.0,1.4060150375939848,2.1999999999999997,-0.3007518796992482,0.19999999999999996,0.012741676157298855,18.749373433583955,6.3999999999999915,0.0038954164806664984,0.00396565984997576,0
Senegal,Malawi,0,-112.0,0.875,0.19999999999999996,-0.6875,-1.2000000000000002,0.011142444638331462,-16.099999999999994,0.8000000000000114,0.06503064591651188,0.01833944932416149,0
Ivory Coast,Sierra Leone,0,-92.0,0.6969696969696968,0.0,-1.0151515151515151,-1.6,0.008923471469371098,-9.651515151515142,-13.0,0.03298877859243971,0.06597559425687419,0
Mozambique,Eswatini,1,-60.0,0.7450980392156862,1.0,0.31092436974789917,-0.3999999999999999,0.008215912627677333,-13.0,-27.80000000000001,0.00828296974459836,0.022215142533876058,0
Mali,Guinea-Bissau,0,-61.0,0.8650793650793652,0.4,-0.7063492063492064,-0.20000000000000007,0.006821119197275049,16.936507936507937,11.800000000000011,0.007588912323810508,0.0026336009166556,0
Cameroon,Kenya,0,-49.0,0.10294117647058831,-0.40000000000000013,0.2009803921568628,0.4,0.00441893615425013,-25.382352941176464,-34.400000000000006,0.00067668423780258,0.0015897764050059708,0
Uganda,South Sudan,0,-82.0,0.19047619047619047,0.6,-1.0476190476190477,-0.6000000000000001,0.0003287484663297008,19.14285714285714,17.0,0.00345422935312204,0.008280016152576047,0
Angola,Niger,0,-42.0,0.29000000000000004,0.19999999999999996,-0.40666666666666673,-0.7999999999999999,0.003623836931195704,-4.856666666666669,20.599999999999994,0.010991693370057697,0.013429785522031511,0
Zambia,Chad,1,-84.0,1.0055555555555555,0.4,-0.3944444444444444,0.40000000000000013,0.011217881804643432,-19.650000000000006,-55.400000000000006,0.011568238883711307,-0.00011114198388441267,0
Suriname,Costa Rica,1,88.0,0.8412698412698412,2.2,-0.5555555555555555,-0.20000000000000007,-0.0035438583447951148,83.0952380952381,88.19999999999999,-0.017058474822644505,-0.049660078273863706,0
Iceland,Wales,1,42.0,0.32894736842105265,0.6,0.4736842105263157,0.8,0.008143027272763892,-11.871710526315795,-49.2,-0.006919685135499523,0.1346558039661488,0
Czech Republic,Albania,0,-21.0,0.5584795321637428,0.3999999999999999,0.32163742690058483,0.8000000000000003,0.005837356977114232,5.538011695906434,19.0,0.0004006580168003232,-0.017297297297297294,0
Grenada,Curaçao,1,85.0,-0.40476190476190466,-1.2000000000000002,0.8214285714285716,1.7999999999999998,-0.0063279334711339695,29.11904761904762,-11.200000000000017,-0.0064045973447038,-0.0096526276669046,0
Bosnia and Herzegovina,Germany,1,62.0,-1.0636363636363635,-1.6,0.7030303030303033,1.2000000000000002,-0.0811810095380988,40.472727272727276,-2.1999999999999993,-0.20926680580278562,-0.08057239873878244,0
Hungary,Netherlands,1,25.0,-0.897129186602871,-2.2,-0.17464114832535893,0.6000000000000001,-0.026983645269741622,16.97607655502393,-4.0,-0.02446514203543667,-0.03238500506585612,0
Ukraine,Georgia,0,-42.0,-0.6842105263157896,-0.8,-0.21052631578947367,0.6000000000000001,-0.01070517601304986,-2.3157894736842124,9.199999999999996,0.012603250798855083,-0.04773921947889406,0
Aruba,Haiti,1,108.0,-0.6373626373626373,-1.0,0.34065934065934056,0.20000000000000018,-0.007997995728993929,37.406593406593416,11.400000000000006,-0.008358191002232554,-0.00792225582334536,0
Turkey,Montenegro,0,-48.0,0.3988095238095237,1.0,-0.14880952380952372,-0.8,0.01830748949690931,-21.663690476190474,-16.0,0.04941931608304065,0.04794090030378349,0
Estonia,Azerbaijan,0,9.0,-0.43508771929824563,-0.19999999999999996,0.3298245614035087,-0.20000000000000018,-0.00558492194362681,-7.543859649122808,7.400000000000006,-0.012003410469595435,-0.002263749062576208,0
Slovakia,Sweden,1,14.0,-0.2973684210526317,-0.40000000000000013,-0.6210526315789473,-0.19999999999999996,-0.003952574947632764,-0.2815789473684305,-8.400000000000006,0.04505828544595937,-0.0051196808510638285,0
Peru,Uruguay,0,32.0,-1.19377990430622,-0.39999999999999997,0.3708133971291866,0.19999999999999996,-0.024420332936979785,-3.009569377990431,-28.200000000000003,-0.21749050488034455,0.012555184820032574,0
New Zealand,Tahiti,0,-63.0,-0.4551282051282053,1.6,0.07051282051282048,-0.8,0.008240637339227364,-93.18589743589743,-50.39999999999999,0.004185826909294289,0.015151337368440368,0
Syria,Tajikistan,0,-11.0,0.1578947368421053,1.5999999999999999,0.10526315789473673,0.19999999999999996,0.0023385579030655353,-7.05263157894737,3.799999999999997,0.0025798383067055265,0.0036833164881150994,0
Thailand,Philippines,0,-48.0,0.6785714285714286,0.7999999999999999,-0.06428571428571428,-0.7999999999999998,0.008928697071612512,-23.92857142857143,-32.599999999999994,0.009384357386175053,0.016237520564376866,0
Guyana,Guatemala,1,49.0,1.12,0.0,0.29000000000000004,0.8,0.0028073828506717073,63.730000000000004,42.8,-0.006559345157816955,-0.021865298262813793,0
Cayman Islands,British Virgin Islands,0,-13.0,-0.04285714285714293,0.6000000000000001,0.5142857142857142,-0.20000000000000018,-0.0004559967949107069,6.900000000000006,23.19999999999999,0.0025612921249122114,0.007123902837313738,0
United States,Panama,0,-19.0,0.6071428571428572,-0.19999999999999996,-0.30494505494505486,-1.0000000000000002,0.012293870088840753,-4.162087912087912,19.6,0.007250574399352228,-0.052417794970986455,1
Vietnam,India,1,-10.0,0.19999999999999996,0.6,0.75,1.2000000000000002,0.003338862810150706,-18.299999999999997,-25.599999999999994,-0.0002934323524878095,0.0016991517923186706,1
Morocco,Central African Republic,0,-114.0,-0.8055555555555556,-0.6000000000000001,-0.7777777777777777,-0.9999999999999999,-0.0024091033025784164,-30.833333333333343,-24.799999999999983,0.17690716997500222,0.015498610659298565,0
Antigua and Barbuda,Dominican Republic,1,5.0,-0.9090909090909092,-1.6,1.3506493506493504,0.8000000000000003,-0.007645235003577492,31.701298701298697,46.19999999999999,-0.007672986635167174,-0.008545769193298771,0
Bermuda,Dominica,0,-11.0,-0.02777777777777768,0.0,0.2777777777777777,0.6000000000000001,0.0006461147736930017,-13.638888888888886,-12.800000000000011,-0.0008916576860950286,-0.0015766239226403201,0
Turks and Caicos Islands,Anguilla,0,-3.0,0.0,-0.2,0.0,-0.9999999999999998,-0.00022429735618118224,16.25,23.80000000000001,-0.0012280522361594686,-0.0009987457611371768,0
Guinea,Ethiopia,0,-63.0,0.9285714285714285,1.0,0.11904761904761907,0.3999999999999999,0.011471779638131242,-21.69047619047619,-26.39999999999999,0.011070089637233965,0.008872490145737603,0
Croatia,Scotland,0,-40.0,0.1578947368421053,0.0,-0.8947368421052632,-0.7999999999999998,0.005042189254113302,-2.578947368421055,4.399999999999999,0.058253149945123796,0.03393255866940077,0
Serbia,Switzerland,0,20.0,-0.3934837092731829,-0.8,-0.04761904761904767,-0.8,-0.0030887125724374867,-7.987468671679203,10.2,0.0008296891596302133,-0.03280075187969926,0
Spain,Denmark,0,-17.0,0.9652173913043476,1.0,-0.10434782608695659,0.20000000000000007,0.03261539816772374,-22.88695652173913,-6.0,0.1349369495642629,0.39874999999999994,0
Cyprus,Romania,1,78.0,-0.575,0.0,1.7,0.40000000000000013,-0.007767212111828216,3.9749999999999943,68.0,-0.030660981348513788,-0.007247678945792153,0
Bulgaria,Luxembourg,1,-6.0,-0.125,0.6,-0.75,-1.8000000000000003,-0.0011926672509494606,-3.6875,26.799999999999997,0.0018814734248149643,0.019754819649515993,0
Belarus,Northern Ireland,1,24.0,-0.375,-1.0,0.25,0.40000000000000013,-0.00452147701582517,0.0,15.799999999999997,-0.007666950864188395,-0.017703780320976952,0
Vanuatu,Samoa,0,-23.0,-1.4870129870129873,-0.19999999999999996,0.577922077922078,-0.5999999999999996,-0.007564054488093977,-29.844155844155864,-35.20000000000002,-0.002643672802666441,0.0019513562270472243,0
Poland,Portugal,1,22.0,-1.110047846889952,0.3999999999999999,0.47607655502392354,1.0,-0.018067185007974478,2.0,-19.8,-0.010627869386533234,-0.053508771929824575,0
Lithuania,Kosovo,1,35.0,-0.125,0.0,0.050000000000000044,-0.6000000000000001,-0.0036439203067925394,14.74166666666666,58.400000000000006,-0.009441272102590012,-0.002084532579312525,0
Finland,England,1,60.0,-0.4649122807017543,-0.6000000000000001,0.9232456140350876,1.6,-0.020450698264917473,25.24561403508772,-3.799999999999997,-0.08132201201558684,-0.100454717696097,0
Andorra,San Marino,0,-41.0,-0.11764705882352944,-0.4,-0.6470588235294119,0.20000000000000018,-0.0008761348377487009,-11.941176470588232,-24.19999999999999,0.0008772445507449276,-0.003015075376884422,1
Myanmar,Sri Lanka,1,-33.0,0.4444444444444444,0.4,1.1031746031746033,2.2,0.004831985209822581,-50.182539682539684,-80.2,0.0025565103595584357,0.0030249687890137327,1
Burundi,Burkina Faso,1,73.0,0.16666666666666674,-0.6000000000000001,1.0595238095238095,0.40000000000000013,0.000200765752560653,9.86904761904762,13.600000000000009,-0.006287817400140788,-0.011610537924965135,0
Saint Vincent and the Grenadines,El Salvador,0,94.0,0.9090909090909092,-0.40000000000000013,0.4736842105263157,1.0,0.0003058638144153667,71.6602870813397,-1.4000000000000057,-0.0023162794910591474,-0.009075684727999566,0
Austria,Norway,0,-25.0,0.15406162464986006,0.19999999999999996,-0.1652661064425771,0.5999999999999999,0.008717590905600012,-10.322128851540612,-9.0,0.05448981792010084,0.04831037823482506,0
Kazakhstan,Slovenia,1,58.0,-0.31016042780748654,-0.20000000000000007,0.8422459893048128,1.5999999999999999,-0.0063996519773075015,8.5,28.400000000000006,-0.04663794293419234,-0.08392882958020573,0
Faroe Islands,Latvia,1,3.0,-0.11764705882352944,0.20000000000000007,-0.47058823529411753,0.0,-0.0022751278127848924,9.117647058823522,-2.6000000000000085,-0.0016710884173988631,-0.0039979931713341335,0
Armenia,North Macedonia,1,24.0,0.0,0.40000000000000013,-0.11764705882352944,0.40000000000000013,0.0003721221613155849,-1.588235294117652,18.200000000000003,-0.015818507975684508,-0.00038102822561008644,0
Liechtenstein,Gibraltar,1,5.0,0.05882352941176472,-0.20000000000000007,-0.7647058823529411,0.3999999999999999,0.0003683136616956786,8.882352941176464,7.200000000000017,-0.0011079661496963878,-0.005237673144261837,0
Malta,Moldova,0,22.0,-0.625,-1.2000000000000002,0.75,1.0000000000000002,-0.0059640840401454015,-17.125,-40.0,-0.016635051974826072,-0.008970720742313042,0
Greece,Republic of Ireland,0,-14.0,0.8235294117647058,1.2,-0.7058823529411765,-1.2000000000000002,0.006480243865846506,18.941176470588232,31.599999999999998,0.06572144371787078,0.14092548596291793,0
Curaçao,Grenada,0,-85.0,0.36410256410256414,1.0,-0.7846153846153845,-1.2,0.004917918295430283,-20.738461538461536,41.8,0.0055604898656540745,0.005938567160936578,0
Trinidad and Tobago,Cuba,0,-64.0,0.7916666666666667,1.2000000000000002,-0.20833333333333326,0.6000000000000001,0.007692584194865591,4.520833333333329,40.80000000000001,0.016619285337237263,-0.0007120641609525847,0
Jamaica,Honduras,1,-16.0,-0.11001642036124792,-2.0,-0.06568144499178996,0.19999999999999996,-0.00111837605313745,-0.908045977011497,-13.599999999999994,-0.0009916267311015983,0.00029298654834159985,0
Zimbabwe,Namibia,0,19.0,-0.29365079365079366,0.0,-0.25396825396825407,0.0,-0.003957035020618181,8.753968253968253,-0.7999999999999972,-0.0075969509286805716,0.00529386793941653,0
Togo,Algeria,1,78.0,-0.9935064935064934,-1.6,0.49350649350649356,1.2,-0.009613869188337272,-5.493506493506501,-3.200000000000003,-0.014155703916636229,-0.01772850710064356,0
Eswatini,Mozambique,1,60.0,-0.707070707070707,-0.9999999999999999,-0.297979797979798,0.3999999999999999,-0.007466235856224598,9.550505050505038,-11.600000000000009,-0.007687104520108673,-0.01918421463440501,0
Liberia,Equatorial Guinea,1,49.0,-0.21052631578947367,-0.4,0.4858299595141702,0.19999999999999996,-0.0017055795412234797,-3.441295546558706,16.599999999999994,-0.012397605400106579,-0.006067345076307341,0
Gambia,Madagascar,0,27.0,0.3846153846153846,1.2,0.8461538461538463,0.8,0.007028196911876047,-26.65384615384616,18.599999999999994,-0.0023157952909994457,-0.006257604024101487,0
Kenya,Cameroon,1,49.0,-0.26923076923076916,-1.2,0.04273504273504258,0.6,-0.005652088364028168,19.978632478632477,-6.0,-0.0025919532088504085,-0.010549052423105516,0
New Zealand,Malaysia,0,-37.0,-0.4285714285714286,1.5999999999999999,-0.4910714285714286,-0.3999999999999999,0.0006105489764854123,-25.160714285714292,-0.19999999999998863,0.0006150236175002481,0.012299541747505754,1
Italy,Israel,0,-69.0,0.47916666666666674,0.20000000000000018,-0.5922619047619047,-1.0,0.01970603856839353,-21.74702380952381,-5.199999999999999,0.12107578524686505,0.35699786324786326,0
Iceland,Turkey,1,45.0,0.10000000000000009,-0.19999999999999996,0.09090909090909083,1.0,-0.00854662702103054,18.595454545454544,-13.599999999999998,-0.012546325899128657,0.11789025080620283,0
Belgium,France,1,4.0,-0.3126293995859215,-0.6000000000000001,-0.024844720496894346,0.0,-0.011209046035042691,4.8674948240165605,1.3999999999999986,-0.07959906618681875,-0.10490262901655305,0
Thailand,Syria,0,8.0,0.033333333333333215,0.6000000000000001,0.4190476190476191,0.19999999999999996,0.0014803033695431154,-7.964285714285708,-16.0,0.0023874167603198278,0.008217414488117929,0
Tajikistan,Philippines,1,-45.0,0.5000000000000001,-0.20000000000000007,-0.6500000000000001,-1.0,0.005006592310159284,-6.133333333333326,7.0,0.0037227249155490656,0.002495719721794618,0
Estonia,Sweden,1,94.0,-1.2,-0.19999999999999996,0.7500000000000002,-0.20000000000000018,-0.01406627161717323,-14.349999999999994,25.200000000000003,-0.022351282695834623,-0.0037644922244363735,0
Wales,Montenegro,0,-45.0,0.23529411764705888,0.4,-0.5294117647058822,-0.6000000000000001,-3.9753528125619636e-05,13.941176470588232,43.2,0.04183301282508617,0.019713608857827025,0
Azerbaijan,Slovakia,1,71.0,-0.6041666666666667,-0.19999999999999996,1.1428571428571428,1.6,-0.0073281167436076745,-5.12797619047619,10.0,-0.05598338728845195,-0.015856387759239924,0
Ukraine,Czech Republic,1,-22.0,-0.5,-0.40000000000000013,0.10000000000000009,-0.6000000000000001,0.0003185948581560273,-20.4,-10.200000000000003,0.025329151553660813,0.05343298250760937,0
Georgia,Albania,1,-1.0,0.7342105263157892,0.8,0.5526315789473685,-0.19999999999999996,0.017598581954310355,-13.921052631578945,-1.6000000000000014,0.013787403388130282,0.07785686653771759,0
Germany,Netherlands,0,6.0,-0.3913043478260867,0.19999999999999973,0.13043478260869557,-0.6000000000000001,0.035881240475185,-24.391304347826086,-5.0,0.15070129038414617,0.04057736618220488,0
Bosnia and Herzegovina,Hungary,1,43.0,-0.5874999999999999,0.19999999999999996,1.0125,0.6000000000000001,-0.008646359446348046,-4.049999999999997,-17.2,-0.0335001241190401,-0.040171097719484815,0
Aruba,Haiti,1,108.0,-0.75,-2.1999999999999997,0.5357142857142858,0.6000000000000001,-0.0076628803946520874,23.285714285714292,-20.0,-0.009149430894504512,-0.01272851248882705,0
Niger,Angola,1,42.0,-0.3846153846153846,-0.9999999999999999,0.5000000000000001,0.9999999999999999,-0.004393508175985147,2.653846153846146,-21.0,-0.011721266155274879,-0.023908709816274343,0
Sudan,Ghana,0,50.0,-0.18218623481781382,0.0,-0.49392712550607276,-0.7999999999999999,-0.003320354171111586,14.05668016194332,10.0,0.001279776054927335,-0.004626287360344247,0
Rwanda,Benin,0,41.0,-0.6166666666666666,-1.2000000000000002,-0.35,0.0,-0.007069017103544718,4.016666666666666,8.799999999999997,-0.0032400498249220335,-0.02345928994015474,0
Botswana,Cape Verde,0,82.0,-0.15340909090909083,0.0,0.28409090909090917,-0.20000000000000018,-0.002776849065715665,10.61363636363636,8.799999999999997,-0.009866387652774316,0.0016255438557739518,0
Hong Kong,Cambodia,0,-23.0,0.18181818181818188,0.0,0.4545454545454546,-0.40000000000000013,0.004548554640365144,-61.0,-57.80000000000001,-0.000979297953934219,0.0018685293212816045,1
Morocco,Central African Republic,0,-114.0,-0.4453441295546561,1.0,-1.0890688259109313,-2.0,-0.0005074383675629374,-20.753036437246962,12.400000000000006,0.1691370374943295,0.017370861392436397,0
Comoros,Tunisia,1,82.0,0.418421052631579,0.3999999999999999,0.6605263157894736,0.4,0.0020628754558241775,18.423684210526318,3.5999999999999943,-0.00826328353681979,0.0037542015742397863,0
Mexico,United States,0,-1.0,-0.5701149425287355,-0.19999999999999996,0.135632183908046,-1.0,-0.008433716820813595,-3.1632183908045945,8.600000000000001,-0.014187668526738095,0.01102652431636775,1
Chad,Zambia,1,84.0,-0.9809523809523809,-0.8,0.30000000000000004,-0.3999999999999999,-0.010265240058723007,13.509523809523813,5.799999999999997,-0.01045613322370045,-0.002258094393006421,0
Mauritania,Egypt,1,81.0,-1.4363636363636363,-2.1999999999999997,0.3818181818181817,0.9999999999999999,-0.012707596579972244,-21.790909090909096,-23.0,-0.005018643731071536,-0.02598946937378528,0
Canada,Panama,0,1.0,-0.1587301587301586,-0.19999999999999996,-0.01058201058201047,-1.2,0.00473921528510049,-15.43386243386243,-7.400000000000002,0.026389231235979478,0.005565812183459237,1
Malawi,Senegal,1,112.0,-1.0336134453781514,-1.0,0.8767507002801121,2.0,-0.011976793674260243,9.042016806722685,-33.80000000000001,-0.06311287501447424,-0.02070178847383321,0
Ethiopia,Guinea,1,63.0,-1.0151515151515151,-0.9999999999999999,0.08484848484848473,0.19999999999999996,-0.011882784391706685,17.175757575757572,18.39999999999999,-0.011657001011433847,-0.013555703304449853,0
Guinea-Bissau,Mali,1,61.0,-0.8842105263157893,-0.20000000000000007,0.7157894736842104,0.20000000000000007,-0.006774366393842449,-19.68771929824561,-11.200000000000003,-0.008760712005310797,-0.00219061486251286,0
South Sudan,Uganda,1,82.0,-0.2666666666666667,-0.4,1.0000000000000002,0.0,-0.0009332048722137673,-23.03333333333333,-10.200000000000003,-0.004562004672412628,-0.00735662353971695,0
Dominican Republic,Antigua and Barbuda,0,-5.0,1.2000000000000002,2.4,-1.6333333333333335,-1.4,0.009417018109650212,-28.75,-19.80000000000001,0.008525173190355487,0.012519279127073605,0
Costa Rica,Guatemala,0,-57.0,0.08391608391608385,-0.4,0.35664335664335656,-0.3999999999999999,0.003601667570148945,-13.265734265734267,4.199999999999996,0.009724866893517696,0.03755365714599716,0
Suriname,Guyana,0,-18.0,-0.14117647058823524,2.2,-0.5529411764705883,-1.6,-0.0008317202023083239,-1.9352941176470608,37.400000000000006,0.0018056211828679503,0.014406630181500882,0
Sierra Leone,Ivory Coast,0,92.0,-0.8026755852842811,-0.40000000000000013,1.1739130434782608,1.8,-0.00910030353411327,2.979933110367895,-5.799999999999997,-0.032794359100062946,-0.01623013971141965,0
Barbados,Bahamas,0,-30.0,0.20769230769230762,0.19999999999999996,-0.523076923076923,-0.3999999999999999,0.0011880515953835713,3.7769230769230546,-5.199999999999989,0.0024959507878571123,0.0014958110100320016,0
Tanzania,DR Congo,1,52.0,-0.4305555555555556,-0.6,0.18055555555555558,0.2,-0.004899215195089486,-0.18055555555555713,7.599999999999994,-0.008640863466703314,-0.016856907147896186,0
Bermuda,Dominica,0,-11.0,0.36923076923076925,1.2000000000000002,-0.22307692307692273,-1.4,0.0031625450700098097,-11.961538461538453,14.399999999999991,0.0006304406711618079,0.004723367831297174,0
Lesotho,Gabon,1,69.0,-0.33333333333333337,-0.6,-0.14652014652014644,-0.3999999999999999,-0.004085333490593855,8.805860805860803,3.200000000000003,-0.0030167215782490927,-0.0033110889900306497,0
Belize,Turks and Caicos Islands,0,-24.0,0.41025641025641024,0.7999999999999999,-0.5384615384615385,-0.20000000000000018,0.003012165192365415,-30.16239316239316,-21.200000000000017,0.0024935545812168644,0.0038695591582663643,0
Switzerland,Denmark,1,-5.0,0.15800865800865815,0.0,0.2813852813852813,1.2000000000000002,0.004202186232643089,-4.3030303030303045,-4.800000000000001,-0.004283940772034658,0.035,0
Colombia,Chile,0,-40.0,0.45684210526315794,0.4,-0.3726315789473683,-0.8,0.028190894568690096,-17.421052631578945,-0.6000000000000014,0.22989829554421456,0.643452380952381,0
Belarus,Luxembourg,1,10.0,-0.17647058823529405,0.2,-0.4117647058823528,-0.19999999999999996,-0.0030054644808743163,7.0,18.60000000000001,0.0012473945715239503,0.009852471758029169,0
Northern Ireland,Bulgaria,0,-8.0,0.2941176470588235,0.6,0.05882352941176472,1.0,0.0022783003330527386,11.529411764705884,14.400000000000006,0.006543260064599623,-0.007420509321477767,0
Scotland,Portugal,1,44.0,-1.202173913043478,-0.3999999999999999,1.1043478260869566,1.2000000000000002,-0.011797007753053711,-15.17173913043478,-11.0,-0.045494292460906034,-0.17548245614035085,0
Kosovo,Cyprus,0,-19.0,0.23897058823529416,-0.19999999999999996,-1.3419117647058822,-0.40000000000000013,0.0034368444330829754,-2.930147058823536,-52.80000000000001,0.01603166239760351,0.0017393689098215252,0
Spain,Serbia,0,-32.0,1.1,1.2000000000000002,-0.2833333333333333,0.0,0.029171388527026693,-7.816666666666663,-8.599999999999998,0.12960637750052942,0.3765507518796993,0
Poland,Croatia,1,18.0,-0.1499999999999999,-0.19999999999999996,0.35,0.8,-0.011409445865533097,16.200000000000003,-13.799999999999997,-0.02765359671867687,0.05650266400266401,0
Uruguay,Ecuador,1,-16.0,0.559288537549407,0.19999999999999996,-0.12252964426877477,0.4,0.007921192691960528,6.632411067193679,35.4,0.14456786822286657,-0.21646078214668255,0
Lithuania,Romania,1,94.0,-0.6414565826330532,-1.0,0.5322128851540617,0.3999999999999999,-0.008872893228841517,8.28851540616246,23.799999999999997,-0.024544010674511632,-0.013389534061822302,0
Argentina,Bolivia,0,-82.0,1.1363636363636362,0.0,-1.4703557312252964,-1.2000000000000002,0.017475880725346147,12.160079051383399,1.1999999999999993,0.07222570369304379,-0.015382882882882878,0
Palestine,Kuwait,1,-36.0,-0.4078947368421053,-0.2,0.08552631578947367,0.8,-0.0019421218051355032,-20.473684210526315,-36.599999999999994,-0.003373279111766589,-0.0018416237621304687,0
Paraguay,Venezuela,0,17.0,-0.4643962848297213,-0.4,0.26315789473684215,0.0,-0.007239203421616148,-8.600619195046434,-20.599999999999998,-0.057290102678373936,-0.08808001397624035,0
Iran,Qatar,0,-25.0,0.5972222222222223,-0.40000000000000013,-0.5185185185185185,-0.9999999999999999,0.0048282645001866235,6.773148148148152,-21.0,0.0036263045720370604,0.011096254325497186,0
Kyrgyzstan,North Korea,0,-5.0,-0.5526315789473685,0.19999999999999996,0.736842105263158,0.6000000000000001,-0.007666945028364097,7.15789473684211,8.0,-0.005260283508242731,-0.007675402176680951,0
Jordan,Oman,0,-10.0,0.5618181818181818,-0.40000000000000013,0.3490909090909091,0.0,0.007400060779039834,-4.776363636363641,6.200000000000003,0.006433704023690288,0.0039702490222683386,0
South Korea,Iraq,0,-32.0,0.22529644268774685,1.6,-0.05138339920948609,0.0,0.008136780907179387,-17.652173913043484,-12.599999999999994,0.0034119790532013902,0.003430384086907181,0
Japan,Australia,1,-9.0,1.5214285714285718,1.2000000000000002,0.20952380952380956,-0.2,0.02327520416428558,-10.138095238095246,-20.599999999999994,0.021844301226073174,0.017466365066535178,0
Brazil,Peru,0,-38.0,0.9500000000000001,0.4,0.19999999999999996,-0.4,0.03673516508889402,-12.100000000000001,13.599999999999998,0.06575671976418372,-0.011348175633889915,0
Saudi Arabia,Bahrain,1,-20.0,0.050724637681159424,0.3999999999999999,-0.16304347826086962,-0.40000000000000013,0.002053915275994864,-10.63586956521739,24.0,-0.003350799441838555,-0.02421662901019484,0
Timor-Leste,Brunei,1,13.0,0.7666666666666667,0.4666666666666668,-1.7000000000000002,0.8,0.0037932020465648256,11.199999999999989,-7.800000000000011,0.0028063605691378123,-0.001613353262340727,0
Saint Kitts and Nevis,Cayman Islands,1,-54.0,0.2678571428571428,1.2,-0.6607142857142858,-0.19999999999999996,0.0027779783055669185,-29.98214285714286,-2.0,0.0016437677453080956,0.001851570964247021,0
Uzbekistan,United Arab Emirates,0,-9.0,0.03571428571428581,-0.40000000000000013,0.0357142857142857,-0.20000000000000007,0.004716031631919481,-20.654761904761898,-5.799999999999997,0.00883509779185232,0.01073937123881466,0
Liberia,Togo,0,26.0,-0.06666666666666665,-0.20000000000000007,0.23809523809523814,-0.3999999999999999,-0.0021490388045285677,12.023809523809533,17.0,-0.00794269942359977,-0.00012771885745576977,0
Tajikistan,Nepal,0,-71.0,0.4005602240896359,0.19999999999999996,-0.526610644257703,-2.2,0.005154185847686961,-35.03081232492997,31.0,0.0037717268054720463,0.00315541601255887,1
Namibia,Cameroon,1,64.0,-0.7368421052631579,-0.9999999999999999,0.1578947368421053,0.9999999999999999,-0.00809621250842076,-2.2105263157894797,-15.400000000000006,0.002266982075876719,-0.016687153252824282,0
