rank,country_full,confederation,total_points,rank_date
1,Brésil,CONMEBOL,1841,2023-01-09
136,Salomon,OFC,1096,2023-01-09
137,Rwanda,CAF,1094,2023-01-09
138,Éthiopie,CAF,1091,2023-01-09
139,Suriname,CONCACAF,1077,2023-01-09
140,St. Kitts/Nevis,CONCACAF,1077,2023-01-09
141,Burundi,CAF,1075,2023-01-09
142,Nicaragua,CONCACAF,1072,2023-01-09
143,Eswatini,CAF,1071,2023-01-09
144,Lituanie,UEFA,1069,2023-01-09
145,Malaisie,AFC,1067,2023-01-09
135,Turkménistan,AFC,1100,2023-01-09
146,Hong Kong,AFC,1062,2023-01-09
148,Koweït,AFC,1057,2023-01-09
149,Botswana,CAF,1054,2023-01-09
150,Libéria,CAF,1050,2023-01-09
151,Indonésie,AFC,1034,2023-01-09
152,R. dominicaine,CONCACAF,1032,2023-01-09
153,Andorre,UEFA,1031,2023-01-09
154,Yémen,AFC,1024,2023-01-09
155,Afghanistan,AFC,1023,2023-01-09
156,Maldives,AFC,1021,2023-01-09
157,Taipei Chinois,AFC,1021,2023-01-09
147,Lesotho,CAF,1061,2023-01-09
134,Philippines,AFC,1113,2023-01-09
133,Lettonie,UEFA,1117,2023-01-09
132,Centrafrique,CAF,1117,2023-01-09
109,Estonie,UEFA,1186,2023-01-09
110,Chypre,UEFA,1185,2023-01-09
111,Thaïlande,AFC,1173,2023-01-09
112,Corée du Nord,AFC,1170,2023-01-09
113,Namibie,CAF,1164,2023-01-09
114,Mozambique,CAF,1164,2023-01-09
115,Kazakhstan,UEFA,1163,2023-01-09
116,Sierra Leone,CAF,1160,2023-01-09
117,Angola,CAF,1159,2023-01-09
118,Guinée-Bissau,CAF,1159,2023-01-09
119,Guatémala,CONCACAF,1158,2023-01-09
120,Libye,CAF,1157,2023-01-09
121,Azerbaïdjan,UEFA,1152,2023-01-09
122,Niger,CAF,1149,2023-01-09
123,Îles Féroé,UEFA,1146,2023-01-09
124,Malawi,CAF,1145,2023-01-09
125,Zimbabwe,CAF,1139,2023-01-09
126,Gambie,CAF,1138,2023-01-09
127,Togo,CAF,1129,2023-01-09
128,Soudan,CAF,1127,2023-01-09
129,Comores,CAF,1123,2023-01-09
130,Tanzanie,CAF,1120,2023-01-09
131,Antigua-et-Bar.,CONCACAF,1117,2023-01-09
159,Myanmar,AFC,1006,2023-01-09
108,Tadjikistan,AFC,1187,2023-01-09
160,Singapour,AFC,1006,2023-01-09
162,Tahiti,OFC,995,2023-01-09
190,Brunei,AFC,898,2023-01-09
191,Samoa,OFC,894,2023-01-09
192,Bangladesh,AFC,884,2023-01-09
193,Djibouti,CAF,875,2023-01-09
194,Îles Caïmans,CONCACAF,866,2023-01-09
195,Pakistan,AFC,865,2023-01-09
196,Tonga,OFC,862,2023-01-09
197,Timor-Leste,AFC,860,2023-01-09
198,Liechtenstein,UEFA,860,2023-01-09
199,Seychelles,CAF,860,2023-01-09
189,Îles Cook,OFC,899,2023-01-09
200,Gibraltar,UEFA,858,2023-01-09
202,Aruba,CONCACAF,855,2023-01-09
203,Bahamas,CONCACAF,855,2023-01-09
204,Somalie,CAF,855,2023-01-09
205,Guam,AFC,838,2023-01-09
206,Turques-Caïques,CONCACAF,832,2023-01-09
207,Sri Lanka,AFC,825,2023-01-09
208,Vierges a.,CONCACAF,824,2023-01-09
209,Vierges b.,CONCACAF,809,2023-01-09
210,Anguilla,CONCACAF,791,2023-01-09
211,Saint-Marin,UEFA,763,2023-01-09
201,Érythrée,CAF,856,2023-01-09
188,Samoa a.,OFC,900,2023-01-09
187,Laos,AFC,906,2023-01-09
186,São Tomé-et-P.,CAF,908,2023-01-09
163,Fidji,OFC,989,2023-01-09
164,Vanuatu,OFC,986,2023-01-09
165,Soudan du Sud,CAF,984,2023-01-09
166,Barbade,CONCACAF,982,2023-01-09
167,Malte,UEFA,979,2023-01-09
168,Cuba,CONCACAF,979,2023-01-09
169,Bermudes,CONCACAF,977,2023-01-09
170,Porto Rico,CONCACAF,974,2023-01-09
171,Guyana,CONCACAF,969,2023-01-09
172,Sainte-Lucie,CONCACAF,965,2023-01-09
173,Grenade,CONCACAF,964,2023-01-09
174,Moldavie,UEFA,959,2023-01-09
175,Népal,AFC,957,2023-01-09
176,Belize,CONCACAF,951,2023-01-09
177,Cambodge,AFC,947,2023-01-09
178,St. Vincent,CONCACAF,945,2023-01-09
179,Montserrat,CONCACAF,941,2023-01-09
180,Maurice,CAF,932,2023-01-09
181,Tchad,CAF,930,2023-01-09
182,Macao,AFC,922,2023-01-09
183,Mongolie,AFC,914,2023-01-09
184,Dominique,CONCACAF,912,2023-01-09
185,Bhoutan,AFC,911,2023-01-09
161,N. Calédonie,OFC,996,2023-01-09
107,Kosovo,UEFA,1187,2023-01-09
158,Papoua.N.Guinée,OFC,1007,2023-01-09
105,N. Zélande,OFC,1194,2023-01-09
29,Serbie,UEFA,1526,2023-01-09
30,Tunisie,CAF,1526,2023-01-09
31,Chili,CONMEBOL,1507,2023-01-09
32,Costa Rica,CONCACAF,1500,2023-01-09
33,Cameroun,CAF,1499,2023-01-09
34,Autriche,UEFA,1497,2023-01-09
35,Nigéria,CAF,1494,2023-01-09
36,Hongrie,UEFA,1493,2023-01-09
37,Russie,UEFA,1491,2023-01-09
38,Tchéquie,UEFA,1491,2023-01-09
39,Égypte,CAF,1490,2023-01-09
40,Algérie,CAF,1487,2023-01-09
41,Équateur,CONMEBOL,1477,2023-01-09
42,Écosse,UEFA,1477,2023-01-09
43,Norvège,UEFA,1475,2023-01-09
44,Turquie,UEFA,1465,2023-01-09
45,Mali,CAF,1449,2023-01-09
46,Paraguay,CONMEBOL,1445,2023-01-09
47,Côte d'Ivoire,CAF,1441,2023-01-09
48,Irlande,UEFA,1439,2023-01-09
49,Arabie saoudite,AFC,1438,2023-01-09
50,Burkina Faso,CAF,1435,2023-01-09
51,Grèce,UEFA,1434,2023-01-09
28,Pays de Galles,UEFA,1530,2023-01-09
52,Roumanie,UEFA,1433,2023-01-09
27,Australie,AFC,1534,2023-01-09
25,Corée du Sud,AFC,1539,2023-01-09
106,Inde,AFC,1192,2023-01-09
3,France,UEFA,1823,2023-01-09
4,Belgique,UEFA,1781,2023-01-09
5,Angleterre,UEFA,1774,2023-01-09
6,Pays-Bas,UEFA,1741,2023-01-09
7,Croatie,UEFA,1728,2023-01-09
8,Italie,UEFA,1724,2023-01-09
9,Portugal,UEFA,1703,2023-01-09
10,Espagne,UEFA,1693,2023-01-09
11,Maroc,CAF,1672,2023-01-09
12,Suisse,UEFA,1655,2023-01-09
13,États-Unis,CONCACAF,1653,2023-01-09
14,Allemagne,UEFA,1647,2023-01-09
15,Mexique,CONCACAF,1636,2023-01-09
16,Uruguay,CONMEBOL,1627,2023-01-09
17,Colombie,CONMEBOL,1613,2023-01-09
18,Danemark,UEFA,1608,2023-01-09
19,Sénégal,CAF,1604,2023-01-09
20,Japon,AFC,1593,2023-01-09
21,Pérou,CONMEBOL,1564,2023-01-09
22,Pologne,UEFA,1560,2023-01-09
23,Suède,UEFA,1558,2023-01-09
24,Iran,AFC,1552,2023-01-09
26,Ukraine,UEFA,1537,2023-01-09
53,Canada,CONCACAF,1432,2023-01-09
2,Argentine,CONMEBOL,1838,2023-01-09
91,Bénin,CAF,1247,2023-01-09
82,Bolivie,CONMEBOL,1295,2023-01-09
83,Guinée,CAF,1290,2023-01-09
85,Bahreïn,AFC,1280,2023-01-09
86,Curaçao,CONCACAF,1279,2023-01-09
87,Haïti,CONCACAF,1269,2023-01-09
88,Zambie,CAF,1265,2023-01-09
89,Ouganda,CAF,1261,2023-01-09
90,Syrie,AFC,1251,2023-01-09
54,Slovaquie,UEFA,1426,2023-01-09
92,Luxembourg,UEFA,1245,2023-01-09
81,Honduras,CONCACAF,1301,2023-01-09
93,Palestine,AFC,1234,2023-01-09
95,Arménie,UEFA,1232,2023-01-09
96,Viêt Nam,AFC,1229,2023-01-09
97,Biélorussie,UEFA,1222,2023-01-09
98,Guinée équat.,CAF,1216,2023-01-09
99,Congo,CAF,1209,2023-01-09
100,Liban,AFC,1208,2023-01-09
101,Kenya,CAF,1202,2023-01-09
102,Madagascar,CAF,1201,2023-01-09
103,Mauritanie,CAF,1198,2023-01-09
104,Trinité,CONCACAF,1195,2023-01-09
94,Kirghizistan,AFC,1233,2023-01-09
80,Chine,AFC,1305,2023-01-09
84,Jordanie,AFC,1290,2023-01-09
78,Géorgie,UEFA,1306,2023-01-09
55,Venezuela,CONMEBOL,1406,2023-01-09
56,Finlande,UEFA,1406,2023-01-09
57,Bosnie,UEFA,1404,2023-01-09
58,Ghana,CAF,1400,2023-01-09
59,Irlande du Nord,UEFA,1397,2023-01-09
60,Qatar,AFC,1394,2023-01-09
61,Panama,CONCACAF,1392,2023-01-09
79,Gabon,CAF,1305,2023-01-09
63,Islande,UEFA,1380,2023-01-09
64,Jamaïque,CONCACAF,1379,2023-01-09
65,Macédoine Nord,UEFA,1355,2023-01-09
66,Albanie,UEFA,1353,2023-01-09
62,Slovénie,UEFA,1389,2023-01-09
68,Irak,AFC,1342,2023-01-09
67,Afrique du Sud,CAF,1350,2023-01-09
76,Israël,UEFA,1316,2023-01-09
75,Oman,AFC,1321,2023-01-09
74,El Salvador,CONCACAF,1327,2023-01-09
77,Ouzbékistan,AFC,1313,2023-01-09
72,Cap-Vert,CAF,1336,2023-01-09
71,Bulgarie,UEFA,1337,2023-01-09
70,ÉAU,AFC,1338,2023-01-09
69,Monténégro,UEFA,1339,2023-01-09
73,RD Congo,CAF,1334,2023-01-09
144,Eswatini,CAF,1070,2023-04-06
135,Rwanda,CAF,1101,2023-04-06
136,Philippines,AFC,1098,2023-04-06
137,Turkménistan,AFC,1095,2023-04-06
138,Malaisie,AFC,1082,2023-04-06
139,St. Kitts/Nevis,CONCACAF,1081,2023-04-06
140,Nicaragua,CONCACAF,1079,2023-04-06
141,Suriname,CONCACAF,1076,2023-04-06
142,Éthiopie,CAF,1073,2023-04-06
143,Koweït,AFC,1072,2023-04-06
145,Burundi,CAF,1070,2023-04-06
108,Estonie,UEFA,1182,2023-04-06
147,Hong Kong,AFC,1057,2023-04-06
148,Libéria,CAF,1050,2023-04-06
149,Indonésie,AFC,1046,2023-04-06
150,Lesotho,CAF,1046,2023-04-06
151,R. dominicaine,CONCACAF,1038,2023-04-06
152,Botswana,CAF,1037,2023-04-06
153,Andorre,UEFA,1031,2023-04-06
154,Maldives,AFC,1025,2023-04-06
155,Afghanistan,AFC,1023,2023-04-06
156,Taipei Chinois,AFC,1021,2023-04-06
157,Yémen,AFC,1020,2023-04-06
146,Lituanie,UEFA,1069,2023-04-06
134,Salomon,OFC,1104,2023-04-06
109,Tadjikistan,AFC,1182,2023-04-06
132,Lettonie,UEFA,1111,2023-04-06
158,Singapour,AFC,1014,2023-04-06
110,Madagascar,CAF,1181,2023-04-06
111,Chypre,UEFA,1179,2023-04-06
112,Kazakhstan,UEFA,1177,2023-04-06
113,Guinée-Bissau,CAF,1172,2023-04-06
114,Thaïlande,AFC,1172,2023-04-06
115,Corée du Nord,AFC,1170,2023-04-06
116,Guatémala,CONCACAF,1165,2023-04-06
117,Sierra Leone,CAF,1162,2023-04-06
118,Angola,CAF,1159,2023-04-06
119,Mozambique,CAF,1155,2023-04-06
120,Gambie,CAF,1151,2023-04-06
121,Libye,CAF,1146,2023-04-06
122,Centrafrique,CAF,1146,2023-04-06
123,Niger,CAF,1143,2023-04-06
124,Azerbaïdjan,UEFA,1142,2023-04-06
125,Îles Féroé,UEFA,1139,2023-04-06
126,Zimbabwe,CAF,1139,2023-04-06
127,Malawi,CAF,1135,2023-04-06
128,Soudan,CAF,1133,2023-04-06
129,Togo,CAF,1130,2023-04-06
130,Tanzanie,CAF,1126,2023-04-06
131,Comores,CAF,1112,2023-04-06
133,Antigua-et-Bar.,CONCACAF,1108,2023-04-06
159,Papoua.N.Guinée,OFC,1007,2023-04-06
185,Bhoutan,AFC,906,2023-04-06
161,N. Calédonie,OFC,996,2023-04-06
190,Samoa,OFC,894,2023-04-06
191,Brunei,AFC,891,2023-04-06
192,Bangladesh,AFC,884,2023-04-06
193,Djibouti,CAF,875,2023-04-06
194,Tonga,OFC,862,2023-04-06
195,Pakistan,AFC,861,2023-04-06
196,Timor-Leste,AFC,860,2023-04-06
197,Seychelles,CAF,860,2023-04-06
198,Îles Caïmans,CONCACAF,860,2023-04-06
199,Liechtenstein,UEFA,856,2023-04-06
189,Îles Cook,OFC,899,2023-04-06
200,Érythrée,CAF,856,2023-04-06
201,Somalie,CAF,855,2023-04-06
203,Bahamas,CONCACAF,853,2023-04-06
204,Aruba,CONCACAF,851,2023-04-06
205,Turques-Caïques,CONCACAF,839,2023-04-06
206,Guam,AFC,838,2023-04-06
207,Sri Lanka,AFC,825,2023-04-06
208,Vierges a.,CONCACAF,817,2023-04-06
209,Vierges b.,CONCACAF,804,2023-04-06
210,Anguilla,CONCACAF,786,2023-04-06
211,Saint-Marin,UEFA,759,2023-04-06
201,Gibraltar,UEFA,855,2023-04-06
188,Laos,AFC,900,2023-04-06
187,Samoa a.,OFC,900,2023-04-06
186,Dominique,CONCACAF,905,2023-04-06
162,Tahiti,OFC,995,2023-04-06
163,Soudan du Sud,CAF,993,2023-04-06
164,Vanuatu,OFC,987,2023-04-06
165,Cuba,CONCACAF,986,2023-04-06
166,Porto Rico,CONCACAF,985,2023-04-06
167,Barbade,CONCACAF,984,2023-04-06
168,Fidji,OFC,980,2023-04-06
169,Sainte-Lucie,CONCACAF,979,2023-04-06
170,Guyana,CONCACAF,976,2023-04-06
171,Moldavie,UEFA,973,2023-04-06
172,Malte,UEFA,973,2023-04-06
173,Bermudes,CONCACAF,966,2023-04-06
174,Népal,AFC,963,2023-04-06
175,Grenade,CONCACAF,960,2023-04-06
176,Cambodge,AFC,949,2023-04-06
177,Belize,CONCACAF,940,2023-04-06
178,St. Vincent,CONCACAF,938,2023-04-06
179,Montserrat,CONCACAF,938,2023-04-06
180,Maurice,CAF,932,2023-04-06
181,Tchad,CAF,930,2023-04-06
182,Macao,AFC,918,2023-04-06
183,Mongolie,AFC,912,2023-04-06
184,São Tomé-et-P.,CAF,907,2023-04-06
160,Myanmar,AFC,998,2023-04-06
107,Kosovo,UEFA,1186,2023-04-06
53,Mali,CAF,1431,2023-04-06
105,Mauritanie,CAF,1194,2023-04-06
28,Tunisie,CAF,1536,2023-04-06
29,Australie,AFC,1533,2023-04-06
30,Ukraine,UEFA,1530,2023-04-06
31,Chili,CONMEBOL,1511,2023-04-06
32,Autriche,UEFA,1508,2023-04-06
33,Hongrie,UEFA,1504,2023-04-06
34,Algérie,CAF,1504,2023-04-06
35,Égypte,CAF,1501,2023-04-06
36,Écosse,UEFA,1501,2023-04-06
37,Russie,UEFA,1496,2023-04-06
38,Tchéquie,UEFA,1495,2023-04-06
39,Costa Rica,CONCACAF,1491,2023-04-06
40,Nigéria,CAF,1481,2023-04-06
41,Équateur,CONMEBOL,1478,2023-04-06
42,Cameroun,CAF,1470,2023-04-06
43,Turquie,UEFA,1466,2023-04-06
44,Norvège,UEFA,1464,2023-04-06
45,Côte d'Ivoire,CAF,1450,2023-04-06
46,Roumanie,UEFA,1445,2023-04-06
47,Canada,CONCACAF,1443,2023-04-06
48,Paraguay,CONMEBOL,1441,2023-04-06
49,Irlande,UEFA,1436,2023-04-06
50,Burkina Faso,CAF,1434,2023-04-06
27,Corée du Sud,AFC,1536,2023-04-06
51,Slovaquie,UEFA,1434,2023-04-06
26,Pays de Galles,UEFA,1539,2023-04-06
24,Iran,AFC,1553,2023-04-06
106,Namibie,CAF,1190,2023-04-06
2,France,UEFA,1838,2023-04-06
3,Brésil,CONMEBOL,1834,2023-04-06
4,Belgique,UEFA,1793,2023-04-06
5,Angleterre,UEFA,1792,2023-04-06
6,Pays-Bas,UEFA,1731,2023-04-06
7,Croatie,UEFA,1730,2023-04-06
8,Italie,UEFA,1714,2023-04-06
9,Portugal,UEFA,1707,2023-04-06
10,Espagne,UEFA,1683,2023-04-06
11,Maroc,CAF,1678,2023-04-06
12,Suisse,UEFA,1664,2023-04-06
13,États-Unis,CONCACAF,1654,2023-04-06
14,Allemagne,UEFA,1647,2023-04-06
15,Mexique,CONCACAF,1632,2023-04-06
16,Uruguay,CONMEBOL,1631,2023-04-06
17,Colombie,CONMEBOL,1617,2023-04-06
18,Sénégal,CAF,1613,2023-04-06
19,Danemark,UEFA,1595,2023-04-06
20,Japon,AFC,1589,2023-04-06
21,Pérou,CONMEBOL,1561,2023-04-06
22,Suède,UEFA,1559,2023-04-06
23,Pologne,UEFA,1554,2023-04-06
25,Serbie,UEFA,1542,2023-04-06
52,Grèce,UEFA,1433,2023-04-06
1,Argentine,CONMEBOL,1841,2023-04-06
54,Arabie saoudite,AFC,1421,2023-04-06
82,Gabon,CAF,1297,2023-04-06
83,Bolivie,CONMEBOL,1296,2023-04-06
84,Jordanie,AFC,1293,2023-04-06
85,Bahreïn,AFC,1282,2023-04-06
86,Zambie,CAF,1281,2023-04-06
87,Haïti,CONCACAF,1276,2023-04-06
88,Curaçao,CONCACAF,1272,2023-04-06
89,Ouganda,CAF,1257,2023-04-06
90,Syrie,AFC,1247,2023-04-06
91,Luxembourg,UEFA,1246,2023-04-06
81,Chine,AFC,1298,2023-04-06
92,Bénin,CAF,1240,2023-04-06
94,Guinée équat.,CAF,1233,2023-04-06
95,Viêt Nam,AFC,1230,2023-04-06
96,Kirghizistan,AFC,1225,2023-04-06
97,Arménie,UEFA,1224,2023-04-06
98,Biélorussie,UEFA,1210,2023-04-06
99,Liban,AFC,1203,2023-04-06
100,N. Zélande,OFC,1201,2023-04-06
101,Inde,AFC,1201,2023-04-06
102,Kenya,CAF,1200,2023-04-06
103,Congo,CAF,1198,2023-04-06
93,Palestine,AFC,1239,2023-04-06
80,Honduras,CONCACAF,1300,2023-04-06
104,Trinité,CONCACAF,1198,2023-04-06
78,Israël,UEFA,1307,2023-04-06
55,Venezuela,CONMEBOL,1410,2023-04-06
56,Finlande,UEFA,1405,2023-04-06
57,Bosnie,UEFA,1403,2023-04-06
58,Panama,CONCACAF,1399,2023-04-06
59,Slovénie,UEFA,1398,2023-04-06
60,Ghana,CAF,1396,2023-04-06
79,Guinée,CAF,1306,2023-04-06
62,Irlande du Nord,UEFA,1386,2023-04-06
63,Jamaïque,CONCACAF,1382,2023-04-06
64,Islande,UEFA,1369,2023-04-06
65,Macédoine Nord,UEFA,1363,2023-04-06
61,Qatar,AFC,1389,2023-04-06
67,Irak,AFC,1348,2023-04-06
66,Afrique du Sud,CAF,1350,2023-04-06
76,Bulgarie,UEFA,1316,2023-04-06
75,El Salvador,CONCACAF,1318,2023-04-06
74,Ouzbékistan,AFC,1318,2023-04-06
73,Oman,AFC,1334,2023-04-06
77,Géorgie,UEFA,1312,2023-04-06
71,Cap-Vert,CAF,1337,2023-04-06
70,RD Congo,CAF,1339,2023-04-06
69,Monténégro,UEFA,1343,2023-04-06
68,Albanie,UEFA,1345,2023-04-06
72,ÉAU,AFC,1336,2023-04-06
135,Philippines,AFC,1096,2023-06-29
136,St. Kitts/Nevis,CONCACAF,1092,2023-06-29
137,Malaisie,AFC,1092,2023-06-29
138,Turkménistan,AFC,1090,2023-06-29
139,Rwanda,CAF,1089,2023-06-29
140,Burundi,CAF,1085,2023-06-29
141,Koweït,AFC,1084,2023-06-29
142,Nicaragua,CONCACAF,1076,2023-06-29
143,Éthiopie,CAF,1074,2023-06-29
144,Suriname,CONCACAF,1074,2023-06-29
156,Yémen,AFC,1020,2023-06-29
146,Eswatini,CAF,1059,2023-06-29
147,Botswana,CAF,1052,2023-06-29
148,Libéria,CAF,1050,2023-06-29
149,Hong Kong,AFC,1050,2023-06-29
150,Indonésie,AFC,1047,2023-06-29
151,R. dominicaine,CONCACAF,1037,2023-06-29
152,Lesotho,CAF,1035,2023-06-29
153,Taipei Chinois,AFC,1028,2023-06-29
154,Maldives,AFC,1025,2023-06-29
155,Andorre,UEFA,1022,2023-06-29
134,Lettonie,UEFA,1096,2023-06-29
145,Lituanie,UEFA,1070,2023-06-29
133,Salomon,OFC,1098,2023-06-29
120,Sierra Leone,CAF,1156,2023-06-29
131,Soudan,CAF,1116,2023-06-29
157,Afghanistan,AFC,1020,2023-06-29
108,Kosovo,UEFA,1180,2023-06-29
109,Tadjikistan,AFC,1180,2023-06-29
110,Estonie,UEFA,1179,2023-06-29
111,Guinée-Bissau,CAF,1179,2023-06-29
112,Namibie,CAF,1175,2023-06-29
113,Thaïlande,AFC,1174,2023-06-29
114,Angola,CAF,1171,2023-06-29
115,Corée du Nord,AFC,1170,2023-06-29
116,Guatémala,CONCACAF,1167,2023-06-29
117,Mozambique,CAF,1166,2023-06-29
118,Chypre,UEFA,1164,2023-06-29
119,Gambie,CAF,1160,2023-06-29
121,Azerbaïdjan,UEFA,1143,2023-06-29
122,Togo,CAF,1141,2023-06-29
123,Tanzanie,CAF,1139,2023-06-29
124,Zimbabwe,CAF,1139,2023-06-29
125,Centrafrique,CAF,1134,2023-06-29
126,Malawi,CAF,1133,2023-06-29
127,Libye,CAF,1131,2023-06-29
128,Niger,CAF,1130,2023-06-29
129,Îles Féroé,UEFA,1126,2023-06-29
130,Comores,CAF,1123,2023-06-29
132,Antigua-et-Bar.,CONCACAF,1108,2023-06-29
158,Singapour,AFC,1015,2023-06-29
184,Bhoutan,AFC,906,2023-06-29
160,Myanmar,AFC,1000,2023-06-29
188,Laos,AFC,900,2023-06-29
189,Îles Cook,OFC,899,2023-06-29
190,Samoa,OFC,894,2023-06-29
191,Brunei,AFC,891,2023-06-29
192,Bangladesh,AFC,890,2023-06-29
193,Djibouti,CAF,889,2023-06-29
194,Tonga,OFC,862,2023-06-29
195,Timor-Leste,AFC,860,2023-06-29
196,Seychelles,CAF,860,2023-06-29
197,Îles Caïmans,CONCACAF,860,2023-06-29
198,Érythrée,CAF,856,2023-06-29
199,Somalie,CAF,855,2023-06-29
200,Bahamas,CONCACAF,853,2023-06-29
201,Pakistan,AFC,852,2023-06-29
202,Gibraltar,UEFA,852,2023-06-29
203,Aruba,CONCACAF,851,2023-06-29
204,Liechtenstein,UEFA,849,2023-06-29
206,Guam,AFC,838,2023-06-29
207,Sri Lanka,AFC,825,2023-06-29
208,Vierges a.,CONCACAF,817,2023-06-29
209,Vierges b.,CONCACAF,804,2023-06-29
210,Anguilla,CONCACAF,786,2023-06-29
211,Saint-Marin,UEFA,753,2023-06-29
187,São Tomé-et-P.,CAF,900,2023-06-29
159,Papoua.N.Guinée,OFC,1003,2023-06-29
186,Samoa a.,OFC,900,2023-06-29
107,Madagascar,CAF,1186,2023-06-29
161,N. Calédonie,OFC,996,2023-06-29
162,Tahiti,OFC,995,2023-06-29
163,Porto Rico,CONCACAF,994,2023-06-29
164,Moldavie,UEFA,991,2023-06-29
165,Vanuatu,OFC,986,2023-06-29
166,Cuba,CONCACAF,985,2023-06-29
167,Barbade,CONCACAF,984,2023-06-29
168,Soudan du Sud,CAF,983,2023-06-29
169,Guyana,CONCACAF,982,2023-06-29
170,Fidji,OFC,980,2023-06-29
171,Sainte-Lucie,CONCACAF,979,2023-06-29
172,Malte,UEFA,973,2023-06-29
173,Bermudes,CONCACAF,966,2023-06-29
174,Grenade,CONCACAF,961,2023-06-29
175,Népal,AFC,959,2023-06-29
176,Cambodge,AFC,943,2023-06-29
177,Belize,CONCACAF,940,2023-06-29
178,St. Vincent,CONCACAF,938,2023-06-29
179,Montserrat,CONCACAF,938,2023-06-29
180,Maurice,CAF,936,2023-06-29
181,Tchad,CAF,930,2023-06-29
182,Macao,AFC,914,2023-06-29
183,Mongolie,AFC,909,2023-06-29
185,Dominique,CONCACAF,905,2023-06-29
106,Congo,CAF,1191,2023-06-29
205,Turques-Caïques,CONCACAF,839,2023-06-29
104,Kazakhstan,UEFA,1198,2023-06-29
28,Corée du Sud,AFC,1529,2023-06-29
29,Autriche,UEFA,1528,2023-06-29
30,Écosse,UEFA,1520,2023-06-29
31,Tunisie,CAF,1517,2023-06-29
32,Chili,CONMEBOL,1511,2023-06-29
33,Algérie,CAF,1511,2023-06-29
34,Égypte,CAF,1510,2023-06-29
35,Pays de Galles,UEFA,1506,2023-06-29
36,Hongrie,UEFA,1505,2023-06-29
37,Tchéquie,UEFA,1504,2023-06-29
27,Australie,AFC,1530,2023-06-29
38,Russie,UEFA,1496,2023-06-29
40,Équateur,CONMEBOL,1486,2023-06-29
41,Turquie,UEFA,1484,2023-06-29
42,Costa Rica,CONCACAF,1478,2023-06-29
43,Cameroun,CAF,1471,2023-06-29
44,Norvège,UEFA,1458,2023-06-29
45,Canada,CONCACAF,1454,2023-06-29
46,Slovaquie,UEFA,1447,2023-06-29
47,Roumanie,UEFA,1444,2023-06-29
48,Paraguay,CONMEBOL,1443,2023-06-29
49,Grèce,UEFA,1441,2023-06-29
39,Nigéria,CAF,1486,2023-06-29
26,Pologne,UEFA,1537,2023-06-29
25,Serbie,UEFA,1539,2023-06-29
24,Ukraine,UEFA,1541,2023-06-29
2,France,UEFA,1844,2023-06-29
3,Brésil,CONMEBOL,1828,2023-06-29
4,Angleterre,UEFA,1797,2023-06-29
5,Belgique,UEFA,1789,2023-06-29
6,Croatie,UEFA,1743,2023-06-29
105,Kenya,CAF,1191,2023-06-29
7,Pays-Bas,UEFA,1731,2023-06-29
8,Italie,UEFA,1727,2023-06-29
9,Portugal,UEFA,1718,2023-06-29
10,Espagne,UEFA,1703,2023-06-29
11,États-Unis,CONCACAF,1673,2023-06-29
12,Suisse,UEFA,1661,2023-06-29
13,Maroc,CAF,1656,2023-06-29
14,Mexique,CONCACAF,1639,2023-06-29
15,Allemagne,UEFA,1636,2023-06-29
16,Uruguay,CONMEBOL,1633,2023-06-29
17,Colombie,CONMEBOL,1625,2023-06-29
18,Sénégal,CAF,1613,2023-06-29
19,Danemark,UEFA,1597,2023-06-29
20,Japon,AFC,1596,2023-06-29
21,Pérou,CONMEBOL,1561,2023-06-29
22,Iran,AFC,1557,2023-06-29
23,Suède,UEFA,1547,2023-06-29
50,Mali,CAF,1438,2023-06-29
51,Côte d'Ivoire,CAF,1433,2023-06-29
1,Argentine,CONMEBOL,1844,2023-06-29
53,Arabie saoudite,AFC,1421,2023-06-29
81,Honduras,CONCACAF,1296,2023-06-29
82,Jordanie,AFC,1296,2023-06-29
83,Bolivie,CONMEBOL,1295,2023-06-29
84,Zambie,CAF,1290,2023-06-29
85,Gabon,CAF,1285,2023-06-29
86,Bahreïn,AFC,1282,2023-06-29
87,Haïti,CONCACAF,1276,2023-06-29
88,Curaçao,CONCACAF,1268,2023-06-29
89,Luxembourg,UEFA,1263,2023-06-29
52,Irlande,UEFA,1426,2023-06-29
91,Guinée équat.,CAF,1252,2023-06-29
92,Ouganda,CAF,1250,2023-06-29
93,Bénin,CAF,1248,2023-06-29
94,Syrie,AFC,1242,2023-06-29
95,Viêt Nam,AFC,1238,2023-06-29
96,Palestine,AFC,1233,2023-06-29
97,Kirghizistan,AFC,1225,2023-06-29
98,Biélorussie,UEFA,1212,2023-06-29
99,Mauritanie,CAF,1205,2023-06-29
100,Inde,AFC,1205,2023-06-29
101,Trinité,CONCACAF,1203,2023-06-29
102,Liban,AFC,1202,2023-06-29
103,N. Zélande,OFC,1199,2023-06-29
80,Guinée,CAF,1297,2023-06-29
79,Chine,AFC,1305,2023-06-29
90,Arménie,UEFA,1253,2023-06-29
77,Bulgarie,UEFA,1315,2023-06-29
78,Géorgie,UEFA,1313,2023-06-29
54,Finlande,UEFA,1419,2023-06-29
55,Burkina Faso,CAF,1419,2023-06-29
56,Venezuela,CONMEBOL,1417,2023-06-29
57,Panama,CONCACAF,1399,2023-06-29
58,Qatar,AFC,1394,2023-06-29
